title,price,normalizedPrice,formattedAddress,lat,lng
"Торговая площадь, 60 м²",50000,833 ₽ в месяц за м²,"Иркутск, Киренская улица, 61",52.31166458,104.3040619
"Свободного назначения, 250 м²",125000,500 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 67",52.313219,104.299094
Производство,39000,591 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 85",52.275385386570015,104.32460765422778
"Универсальное помещение, 100 кв.м",650,650 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Щорса, 2/4",52.31198,104.30372
Сдаётся просторный офис,180000,741 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Омулевского, 20/1",52.277853,104.326429
Свободного назначения,35000,673 ₽ в месяц за м²,"Иркутск, Байкальская улица, 124/1",52.26293590036766,104.30982078776518
"Автосервис, склад, магазин",35000,318 ₽ в месяц за м²,"Иркутск, 3-я Кировская улица, 1/1",52.30441284,104.2423477
"Универсальное помещение, 100 кв.м",70000,700 ₽ в месяц за м²,"Иркутская обл., Иркутск, Волжская ул., 3",52.264357,104.313197
Помещение под производство автосервис,130000,464 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 75",52.31403732,104.2993622
"Универсальное помещение, 15 кв.м",15000,1 000 ₽ в месяц за м²,"Иркутская обл., Иркутск, Волжская ул., 15",52.264632,104.314302
"Офис, 15 м²",10000,8 000 ₽ в год за м²,"Иркутск, Волжская улица, 15",52.26463318,104.3143005
"Офис, Торговля, Другое 27 м²",25000,926 ₽ в месяц за м²,"Иркутск, Волжская улица, 15",52.264632,104.314302
Свободного назначения,25000,1 000 ₽ в месяц за м²,"Иркутск, Волжская улица, 15",52.264491737481464,104.31446645094519
"Торговая площадь, 15 м²",70000,4 667 ₽ в месяц за м²,"Иркутск, Волжская улица, 9",52.264395,104.314527
Торговая площадь,160000,2 783 ₽ в месяц за м²,"Иркутск, Волжская улица, 14А",52.26387024,104.313736
"Офис, 54.5 м²",26000,5 725 ₽ в год за м²,"Иркутск, Красноярская улица, 11А",52.282707,104.330454
"Офисное помещение, 25 кв.м",800,9 600 ₽ в год за м²,"Иркутская обл., Иркутск, Красноярская ул., 11А",52.282707,104.330454
"Офисное помещение, 40 кв.м",750,9 000 ₽ в год за м²,"Иркутская обл., Иркутск, Красноярская ул., 11А",52.282707,104.330454
"Свободного назначения, 60 м²",84000,1 400 ₽ в месяц за м²,"Иркутск, Верхняя набережная, 133",52.258563,104.303477
"Свободного назначения, 127 м²",227670,1 793 ₽ в месяц за м²,"Иркутск, Верхняя набережная, 133",52.258563,104.303477
2-этажный склад в районе Сурнова,120000,400 ₽ в месяц за м²,"Иркутская обл., Иркутск, пер. Льва Толстого, 3",52.31672,104.292374
"Свободного назначения, 22 м²",22000,1 000 ₽ в месяц за м²,"Иркутск, Байкальская улица, 160А",52.262411,104.313305
"Помещение под склад, торговлю, 600 м² Трактовая",835,835 ₽ в месяц за м²,"Иркутск, Трактовая улица, 2А",52.30546118026836,104.24029610848997
"Офис, 1 м²",1200,14 400 ₽ в год за м²,"Иркутск, Красноярская улица, 31/1",52.279274,104.330445
"Офис, 46.3 м²",1150,298 ₽ в год за м²,"Иркутск, Красноярская улица, 31/1",52.279274,104.330445
"Офисное помещение, 290 кв.м",199000,8 234 ₽ в год за м²,"Иркутская обл., Иркутск, Красноярская ул., 31/1",52.279274,104.330445
"Офис, 17.3 м²",25000,17 341 ₽ в год за м²,"Иркутск, Красноярская улица, 31/1",52.27931493021896,104.33046524558046
Свободного назначения,33000,1 571 ₽ в месяц за м²,"Иркутск, Напольная улица, 68Б",52.29288101,104.3310623
Офис,15000,18 000 ₽ в год за м²,"Иркутск, улица Карла Либкнехта, 239А",52.26453781,104.31987
"Склад, 1296 м²",290,290 ₽ в месяц за м²,"Иркутск, 5-я линия, 10",52.312778,104.249219
Свободного назначения,50000,1 351 ₽ в месяц за м²,"Иркутск, Красноярская улица, 57",52.2735672,104.3299255
"Офис, 25 м²",15000,7 200 ₽ в год за м²,"Иркутск, Мало-Якутская улица, 19А",52.31738663,104.2983322
"Производство, 720 м²",350,350 ₽ в месяц за м²,"Иркутск, Камышовая улица, 17",52.31640244,104.2586441
Сдаю 2 этаж от 100м2 до 380м2,100000,263 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Левый берег Каи, 80",52.269604,104.233903
"Красноказачья 74, Первый этаж",119000,1 102 ₽ в месяц за м²,"Иркутская обл., Иркутск, Красноказачья ул., 74",52.268446,104.326546
"Склад открытый (площадка), 6500 м² Трактовая с ж/д",975000,150 ₽ в месяц за м²,"Иркутск, Трактовая улица, 2/1",52.306804,104.237532
"Офис, 10 м²",6500,7 800 ₽ в год за м²,"Иркутск, Воронежская улица, 2с6",52.271731,104.231415
"Склад, 400 м²",250,1 ₽ в месяц за м²,"Иркутск, Воронежская улица, 2с6",52.271731,104.231415
"Торговая площадь, 20 м²",23500,1 175 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 74/1",52.267945,104.32642
Офис на Красноярской,95000,11 962 ₽ в год за м²,"Иркутская обл., Иркутск, Красноярская ул., 72",52.271069,104.329412
"Склад, 560 м²",400,400 ₽ в месяц за м²,"Иркутск, улица Сурнова, 56/1",52.319495,104.290129
Первая линия на Депутатской ЖК новый,800,800 ₽ в месяц за м²,"Иркутск, Депутатская улица, 55",52.26717758,104.3256912
"Торговая площадь, 32,5 и 60 м²",78000,1 300 ₽ в месяц за м²,"Иркутск, улица Радищева, 172",52.306529,104.324651
"Офисы: 21м², 40м², 112 м². Склады 30м², 37м²",1050,12 600 ₽ в год за м²,"Иркутск, Красноказачья улица, 115",52.268336,104.327337
"Гостиница, 522.3 м²",500000,957 ₽ в месяц за м²,"Иркутск, улица Ядринцева, 8Б",52.27939174470472,104.3347391177214
"Отдельностоящее здание, 1000 кв.м",500000,500 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 2Д/2",52.307845,104.237865
"Торговля, Офис, Другое 50 м² - 92 м²",1200,1 200 ₽ в месяц за м²,"Иркутск, Верхняя набережная, 145/6",52.25700899999971,104.30835755819699
"Торговая площадь, 50 м²",85000,1 700 ₽ в месяц за м²,"Иркутск, Байкальская улица, 174А",52.26111,104.317949
"Торговая площадь, 50 м²",85000,1 700 ₽ в месяц за м²,"Иркутск, Байкальская улица, 174А",52.26111,104.317949
"Торговля, Офис, Другое 900 м²",550,550 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 78",52.31771009079619,104.30265857672119
"Морозильный склад, 70 м²",500,500 ₽ в месяц за м²,"Иркутск, улица Медведева, 1",52.272943,104.229169
"Аренда офисных помещений, 25-300 м²",500,6 000 ₽ в год за м²,"Иркутск, Воронежская улица, 3А",52.269576,104.231702
"Свободного назначения, 130 м²",350,350 ₽ в месяц за м²,"Иркутск, улица Лыткина, 82/4",52.26983153391495,104.32990958438062
"Склад, 60 м²",39000,650 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 119И",52.26860946104358,104.32877503754122
"Отдельностоящее здание, 1200 кв.м",900000,750 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 2Д",52.308197,104.237056
"Отдельностоящее здание, 1590 кв.м",1470000,925 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 2Д",52.308197,104.237056
"Универсальное помещение, 600 кв.м",600000,1 000 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 2Д",52.308197,104.237056
Склад,500,500 ₽ в месяц за м²,"Иркутск, Трактовая улица, 2Д",52.30819702,104.2370529
"Торговая площадь, 550 м²",412500,750 ₽ в месяц за м²,"Иркутск, улица Баррикад, 60Д",52.2908626363931,104.33668615344237
"Свободного назначения, 280 м²",800,800 ₽ в месяц за м²,"Иркутск, Депутатская улица, 63/1",52.266594,104.327094
"Свободного назначения, 45 м²",750,750 ₽ в месяц за м²,"Иркутск, Депутатская улица, 63/1",52.266594,104.327094
"Торговая площадь, 1300 м²",975000,750 ₽ в месяц за м²,"Иркутск, улица Баррикад, 60Г",52.29098094550924,104.33675999999998
"Офисное помещение, 165 кв.м",40000,480 000 ₽ в год за м²,"Иркутская обл., Иркутск, Байкальская ул., 149",52.261105,104.319548
"Свободного назначения, 48 м²",72000,1 500 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 80",52.26753616,104.3282776
"Свободного назначения, 50 м²",35000,700 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 275/3",52.25185394,104.2732773
"Гостиница, 420 кв м",200000,476 ₽ в месяц за м²,"Иркутск, проезд Лаптевых, 20",52.319594285711844,104.2978162350272
"Сдам Офис, 47.2 м²",51900,13 195 ₽ в год за м²,"Иркутск, улица Ядринцева, 1/8",52.27880478,104.3362045
Сдам рабочие места,10000,,"Иркутск, улица Лермонтова, 275/2",52.25180054,104.2729263
"Офис, 79.6 м²",47760,7 200 ₽ в год за м²,"Иркутск, улица Зверева, 9Б",52.26900101,104.3300552
"Свободного назначения, 144 м²",120000,833 ₽ в месяц за м²,"Иркутск, улица Зверева, 1/2",52.26702428046098,104.32807889814752
Помещение 75 кв.м,90500,14 403 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",52.279511,104.336544
"Универсальное помещение, 360 кв.м",150000,417 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",52.279511,104.336544
"Универсальное помещение, 140 кв.м",175000,1 250 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",52.279511,104.336544
"Офис, 50 м²",40000,9 600 ₽ в год за м²,"Иркутск, улица Ядринцева, 1/6",52.2795105,104.3365479
"Универсальное помещение, 76 кв.м",53200,700 ₽ в месяц за м²,"Иркутская обл., Иркутск, Красноярская ул., 72А",52.269356,104.330463
"Сдам в аренду офис, 76 м²",53200,8 400 ₽ в год за м²,"Иркутск, Красноярская улица, 72А",52.269356,104.330463
"Свободного назначения, 150 м²",255000,1 700 ₽ в месяц за м²,"Иркутск, Депутатская улица, 63/2",52.266401,104.327588
"Свободного назначения, 913 м²",639100,700 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 119",52.26840894789042,104.32978440740965
"Офис, 17.5 м² и 26,5 м²",16700,11 451 ₽ в год за м²,"Иркутск, Красноказачья улица, 119",52.268093,104.329484
"Свободного назначения, 271.7 м²",170000,626 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 119",52.26809311,104.329483
"Офис, 74.4 м²",70700,11 403 ₽ в год за м²,"Иркутск, Красноказачья улица, 119",52.268093,104.329484
"Свободного назначения, 132.7 м²",100000,754 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 119",52.268093,104.329484
"Свободного назначения, 46 м²",92000,2 000 ₽ в месяц за м²,"Иркутск, улица Пискунова, 132",52.27232,104.333275
"Сдам помещение свободного назначения, 104 м²",85000,817 ₽ в месяц за м²,"Иркутская обл., Иркутск, Ушаковская ул., 3/2",52.293763,104.336859
Свободного назначения,15000,833 ₽ в месяц за м²,"Иркутск, улица Ядринцева, 1Ж",52.27788544,104.3364334
Свободного назначения,263000,2 348 ₽ в месяц за м²,"Иркутск, улица Пискунова, 134",52.272239921420834,104.33330400195572
"Торговая площадь, 160 м²",700,4 ₽ в месяц за м²,"Иркутск, Трактовая улица, 5",52.310565,104.238556
"Офис, Склад, Торговля, Другое 36 м²",450,450 ₽ в месяц за м²,"Иркутск, улица Баррикад, 60С",52.29091,104.338386
Свободного назначения,1400,1 400 ₽ в месяц за м²,"Иркутск, улица Ядринцева, 90",52.27388,104.3352127
"Офис, 154.5 м²",92700,7 200 ₽ в год за м²,"Иркутск, Красноказачья улица, 131",52.267675,104.33049
"Свободного назначения, 51.8 м²",1300,25 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 84",52.266903,104.32978
"Офис, 120 м²",132000,13 200 ₽ в год за м²,"Иркутск, Советская улица, 109Г",52.280773,104.338584
"Офисное помещение, 27 кв.м",20000,8 889 ₽ в год за м²,"Иркутская обл., Иркутск, Полярная ул., 27",52.321108,104.264527
Свободного назначения,1000,100 ₽ в месяц за м²,"Иркутск, Советская улица, 109",52.28021622,104.3386612
"Офис, 12 м²",7000,7 000 ₽ в год за м²,"Иркутск, Советская улица, 109Б",52.280339962921154,104.33894628274814
"Свободного назначения, 20 м²",800,800 ₽ в месяц за м²,"Иркутск, Трактовая улица, 4/3",52.310719,104.236796
"Универсальное помещение, 324 кв.м",1300,1 300 ₽ в месяц за м²,"Иркутская обл., Иркутск, Советская ул., 109Б",52.280404,104.339159
"Офис, 63 м²",1334,254 ₽ в год за м²,"Иркутск, Советская улица, 109Б",52.280335172762456,104.33916030951633
"Универсальное помещение, 144.9 кв.м",80000,552 ₽ в месяц за м²,"Иркутская обл., Иркутск, пр. Юрия Тена, 26/2",52.252224,104.260179
"Офисное помещение, 196 кв.м",400,4 800 ₽ в год за м²,"Иркутская обл., Иркутск, территория Военный городок, 7/1",52.310659,104.236364
"Торговая площадь, 126 м²",66780,530 ₽ в месяц за м²,"Иркутск, улица Сурнова, 29/1",52.322511,104.289077
"Офис, 200 м² ул. Култукская",700,8 400 ₽ в год за м²,"Иркутск, садовое товарищество Сибиряк, 73А",52.2845849046322,104.34016004243175
"Свободного назначения, 36.28 м²",1650,1 650 ₽ в месяц за м²,"Иркутск, улица Сурнова, 58А",52.32242679186399,104.29048341104509
"Офис, 81.6 м²",1200,14 400 ₽ в год за м²,"Иркутск, Красноказачья улица, 127/3",52.267129,104.331298
"Свободного назначения, 333 м²",933,933 ₽ в месяц за м²,"Иркутск, Советская улица, 109Б",52.28033028766234,104.33955758454601
Торговый киоск,35000,1 750 ₽ в месяц за м²,"Иркутск, улица Радищева, 153",52.308726,104.328585
"Свободного назначения, 91 м²",65000,714 ₽ в месяц за м²,"Иркутск, Красноказачья улица, 133/3",52.26744461,104.3323517
"Складское помещение, 300 кв.м",135000,450 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 14Б",52.31291,104.238628
"Торговая площадь, 30 м²",19500,650 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/7С",52.265453,104.230552
"Торговая площадь, 524 м²",600,600 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/7С",52.265453,104.230552
"Свободного назначения, 15 м²",19000,1 267 ₽ в месяц за м²,"Иркутск, Байкальская улица, 188/1",52.25878796907772,104.32211861051371
"Свободного назначения, 654.2 м²",500,1 ₽ в месяц за м²,"Иркутск, Трактовая улица, 7/7",52.31111,104.234559
"Торговая площадь, 40 м²",700,700 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/2",52.26540185244965,104.22982953067121
Торговая площадь,2100,2 100 ₽ в месяц за м²,"Иркутск, улица Эдуара Дьяконова, 10",52.25149155,104.2578812
"Свободного назначения, 15 м²",16000,1 067 ₽ в месяц за м²,"Иркутск, улица 30-й Иркутской Дивизии, 55",52.267243275609296,104.33342025893019
"Универсальное помещение, 750 кв.м",300000,400 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3/2",52.265387,104.229771
"Свободного назначения, 36 м²",23000,639 ₽ в месяц за м²,"Иркутск, Советская улица, 176Б",52.279511,104.341072
"Сдам офисное помещение, 270 м²",250000,11 111 ₽ в год за м²,"Иркутская обл., Иркутск, Советская ул., 176Б",52.279511,104.341072
"Офис, 24 м²",30000,15 000 ₽ в год за м²,"Иркутск, Советская улица, 176Б",52.279511,104.341072
"Офис, 22.6 м²",20000,10 619 ₽ в год за м²,"Иркутск, Советская улица, 176Б",52.279511,104.341072
"Свободного назначения, 150 м²",50000,333 ₽ в месяц за м²,"Иркутск, Космический проезд, 5",52.28248215,104.3418961
"Торговая площадь, 104 м²",770,770 ₽ в месяц за м²,"Иркутск, улица Пискунова, 142/5",52.271272965589404,104.33709285503988
"Универсальное помещение, 30 кв.м",39000,1 300 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Пискунова, 142/2",52.270695,104.336787
"Кабинет под ресницы, массаж, маникюр, депиляцию и",15000,1 000 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 110",52.25478745,104.3145905
"Офис, 38.8 м²",46560,14 400 ₽ в год за м²,"Иркутск, улица Сергеева, с3/6",52.267316,104.227336
"Свободного назначения, 5000 м²",450,450 ₽ в месяц за м²,"Иркутск, Трактовая улица, 5Б",52.31208864428532,104.23530035449218
"Свободного назначения, 40 м²",28000,700 ₽ в месяц за м²,"Иркутск, улица 30-й Иркутской Дивизии, 25",52.26526642,104.3319397
"Универсальное помещение, 36.9 кв.м",37000,1 003 ₽ в месяц за м²,"Иркутская обл., Иркутск, Байкальская ул., 188/2",52.258503,104.322504
"Торговые площади, 2054 кв.м",500,500 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 7",52.312641,104.235987
"Торговые площади, 95 кв.м",1200,1 200 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 7",52.312641,104.235987
"Универсальное помещение, 5000 кв.м",500,500 ₽ в месяц за м²,"Иркутская обл., Иркутск, Трактовая ул., 7",52.312641,104.235987
"Свободного назначения, 20 м²",32000,1 600 ₽ в месяц за м²,"Иркутск, микрорайон Университетский, 44",52.254319,104.247459
"Торговая площадь, 852 м²",650,650 ₽ в месяц за м²,"Иркутск, Челябинская улица, 25",52.32321,104.296462
"Универсальное помещение, 60 кв.м",60000,1 000 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Пискунова, 142/7",52.271411,104.337919
"Универсальное помещение, 621 кв.м",310500,500 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",52.264946,104.229079
"Торговые площади, 30 кв.м",19500,19 500 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",52.264946,104.229079
"Торговые площади, 150 кв.м",600,600 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",52.264946,104.229079
"Свободного назначения, 903 м²",500,500 ₽ в месяц за м²,"Иркутск, улица Сергеева, 5/8",52.26798408281055,104.22598467132245
"Свободного назначения, 16 м²",18000,1 125 ₽ в месяц за м²,"Иркутск, Депутатская улица, 75/1",52.264401,104.331765
"Цокольный этаж, отдельный вход, 56,3 м2",49999,877 ₽ в месяц за м²,"Иркутск, улица 30-й Иркутской Дивизии, 26/3",52.26755099102093,104.33516572158715
Свободного назначения,220000,550 ₽ в месяц за м²,"Иркутск, Вьюжная улица, 2",52.30866916771314,104.33175184564475
"Свободного назначения, 10.5 м²",18000,1 714 ₽ в месяц за м²,"Иркутск, улица Пискунова, 142/8",52.27079391,104.3379974
Свободного назначения,40000,242 ₽ в месяц за м²,"Иркутск, микрорайон Первомайский, 18В",52.258574845969605,104.23729950694636
"Офис, 184 м²",130000,8 478 ₽ в год за м²,"Иркутск, Депутатская улица, 75",52.26428556573009,104.33210806739805
"Свободного назначения, 217 м²",87000,401 ₽ в месяц за м²,"Иркутск, Улан-Баторская улица, 2",52.249395,104.262344
"Свободного назначения, 200 м²",1000,5 ₽ в месяц за м²,"Иркутск, Трактовая улица, 18/27",52.318939,104.246506
"Сдам помещение свободного назначения, 48 м²",28800,600 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Станиславского, 1/3",52.259754,104.326519
"Склад, 650 м², Рабочего штаба",650,650 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 99Б",52.322709,104.302867
"Склад открытый (площадка) с ж/д, 5000 м² Ракитная",50,50 ₽ в месяц за м²,"Иркутск, Воронежская улица, 8с5",52.2717441919075,104.22210533746183
"Офисное помещение, 1564.8 кв.м",600,7 200 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Сергеева, 5/7",52.267823,104.224938
"Помещение с мокрой точкой, 19м²",27000,1 421 ₽ в месяц за м²,"Иркутск, улица Станиславского, 1/2",52.259737294051924,104.32687518650815
"Свободного назначения, 30 м²",30000,1 000 ₽ в месяц за м²,"Иркутск, улица Станиславского, 1/2",52.259665064840384,104.32684568879476
9 кв.м. с мокрой точкой,15000,1 667 ₽ в месяц за м²,"Иркутск, улица Станиславского, 1/2",52.259655,104.3268433
"Свободного назначения, 134 м²",67000,500 ₽ в месяц за м²,"Иркутск, улица Пискунова, 148/2",52.269008,104.337569
"Склад, 432 м² Рабочего штаба",650,650 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 99",52.32277456421803,104.30368436574551
"Производственное помещение, 60 кв.м",45000,750 ₽ в месяц за м²,"Иркутская обл., Иркутск, 1-я Московская ул., 31А",52.323959,104.262981
"Свободного назначения, 70 м²",95200,1 360 ₽ в месяц за м²,"Иркутск, Советская улица, 115/1",52.28004,104.343659
"Свободного назначения, 40 м²",30000,750 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 128",52.253927,104.316871
"Свободного назначения, 100 м²",200,200 ₽ в месяц за м²,"Иркутск, 2-я Карьерная улица, 27/2",52.307772968095875,104.33450959524535
Площадка 600м² - 1200 м² ул. трактовая,200,200 ₽ в месяц за м²,"Иркутск, Трактовая улица, 24/10",52.31560239302422,104.23749766864773
"Универсальное помещение, 132.5 кв.м",1000,1 000 ₽ в месяц за м²,"Иркутская обл., Иркутск, Байкальская ул., 198А",52.25815,104.325756
"Универсальное помещение, 125 кв.м",900,900 ₽ в месяц за м²,"Иркутская обл., Иркутск, Байкальская ул., 198А",52.25815,104.325756
"Офис, 330 м²",800,9 600 ₽ в год за м²,"Иркутск, Култукская улица, 68",52.282806,104.344953
"Производство, 230 м²",100000,435 ₽ в месяц за м²,"Иркутск, Ракитная улица, 18с6",52.278233,104.217374
"Свободного назначения, 40 м²",50000,1 250 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 134",52.25392151,104.317955
Аренда офиса,40000,7 218 ₽ в год за м²,"Иркутск, Советская улица, 115Г",52.28058624,104.3447723
Офис,40000,20 084 ₽ в год за м²,"Иркутск, Старо-Кузьмихинская улица, 22/1",52.2462616,104.2781143
"Универсальное помещение, 135 кв.м",80000,593 ₽ в месяц за м²,"Иркутская обл., Иркутск, Байкальская ул., 202/13",52.255504,104.322504
Свободного назначения,1500,1 500 ₽ в месяц за м²,"Иркутск, Старо-Кузьмихинская улица, 22/1",52.246168952574976,104.27811719903198
"Свободного назначения, 58 м²",2300,2 300 ₽ в месяц за м²,"Иркутск, Старо-Кузьмихинская улица, 22",52.24610901,104.2789001
Свободного назначения,70000,1 795 ₽ в месяц за м²,"Иркутск, Старо-Кузьмихинская улица, 22",52.24610901,104.2789001
"Отдельностоящее здание, 2000 кв.м",1400000,700 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 5",52.267945,104.22218
"Торговая площадь, 170 м²",50000,294 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3Б/1",52.266721,104.223042
"Под общепит в трц от 30 до 170м2, 1 этаж",45000,265 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3Б/1",52.266721,104.223042
"Свободного назначения, 103.6 м²",300,300 ₽ в месяц за м²,"Иркутск, Ракитная улица, 18А",52.279622,104.215604
"Офис, 18 м²",500,6 000 ₽ в год за м²,"Иркутск, Ракитная улица, 18А",52.279622,104.215604
"Офис, 30 м²",25000,10 000 ₽ в год за м²,"Иркутск, улица Сергеева, 3/4",52.26487636702696,104.22476746940845
"Склад, 569.3 м²",430,1 ₽ в месяц за м²,"Иркутск, Ракитная улица, 20",52.272894,104.218245
Свободного назначения,100000,1 149 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 144",52.25341034,104.3192673
"Помещение свободного назначения, 15 м²",10000,667 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 144",52.253407,104.319267
"Офис, 24 м²",31000,15 500 ₽ в год за м²,"Иркутск, улица Пискунова, 156",52.268871,104.340398
"Офисное помещение, 33.4 кв.м",30000,10 778 ₽ в год за м²,"Иркутская обл., Иркутск, мкр-н Крылатый, 13",52.26768,104.339554
"Офис, 30.8 м²",48048,18 720 ₽ в год за м²,"Иркутск, Байкальская улица, 206",52.257511,104.327409
"Офис, 408.7 м²",160000,4 698 ₽ в год за м²,"Иркутск, Дальневосточная улица, 146",52.252951,104.318695
"Склад, 130 м²",35000,269 ₽ в месяц за м²,"Иркутск, Ракитная улица, 16А",52.27415085,104.2171097
Офис 15-25-55кв/м,1000,12 000 ₽ в год за м²,"Иркутск, Дальневосточная улица, 148",52.25301743,104.3192902
"Офис, 33.7 м²",20000,7 122 ₽ в год за м²,"Иркутск, микрорайон Крылатый, 9",52.267217,104.33985
"Универсальное помещение, 60 кв.м",54000,900 ₽ в месяц за м²,"Иркутская обл., Иркутск, мкр-н Крылатый, 9",52.267217,104.33985
"Свободного назначения, 1973.3 м²",550,550 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/1",52.267608,104.221048
"Выставочная площадь, 40 м²",1500,38 ₽ в месяц за м²,"Иркутск, Челябинская улица, 29",52.326683,104.293946
"Торговая площадь, 54 м²",1436,1 436 ₽ в месяц за м²,"Иркутск, Челябинская улица, 29",52.326683,104.293946
"Универсальное помещение, 83.8 кв.м",50000,597 ₽ в месяц за м²,"Иркутская обл., Иркутск, мкр-н Крылатый, 19",52.267625,104.340398
"Офис, 46.2 м²",22008,5 716 ₽ в год за м²,"Иркутск, 1-я Московская улица, 1",52.32597,104.261862
"Универсальное помещение, 1000 кв.м",700000,700 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3",52.265139,104.223042
"Торговые площади, 40 кв.м",28000,700 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сергеева, 3",52.265139,104.223042
"Место на футкорте, рядом с банкоматной зоной",50000,1 250 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/4",52.26544212676401,104.22272269311519
"Склад, 300 м²",1680,1 680 ₽ в месяц за м²,"Иркутск, Челябинская улица, 26к4",52.326067,104.299498
"Торговая площадь, 17 м²",20125,1 184 ₽ в месяц за м²,"Иркутск, микрорайон Первомайский, 26",52.256469,104.234172
"Свободного назначения, 400- 2790 м²",490000,176 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3/4",52.26523148092208,104.22274415078734
"Помещения в ТЦ, на 1 линии 100м² -1000 м² Кошевого",500,500 ₽ в месяц за м²,"Иркутск, 1-я Московская улица, 1А",52.32581705857561,104.26008425260902
"Офис, торговля, 143 м² ул. О.Кошевого, на 1 линии",600,7 200 ₽ в год за м²,"Иркутск, 1-я Московская улица, 1А",52.325929,104.260421
"Помещение под офис торговлю, 500 м² Московская",500,500 ₽ в месяц за м²,"Иркутск, 1-я Московская улица, 1А",52.325929,104.260421
"Помещение, 1000 м² Ленинский район",350,350 ₽ в месяц за м²,"Иркутск, 1-я Московская улица, 1А",52.325929,104.260421
"Помещение, 2000 м² на 1 линии, ул. Кошевого",350,350 ₽ в месяц за м²,"Иркутск, 1-я Московская улица, 1А",52.325929,104.260421
"Свободного назначения, 504 м²",1400,1 400 ₽ в месяц за м²,"Иркутск, городок ИВАТУ, жилой комплекс Авиатор, с20/1",52.273852256092056,104.34536069577025
"Склад, 200, 500, 1000 м²",400,0 ₽ в месяц за м²,"Иркутск, улица Сергеева, 3А",52.266986,104.22059
Склад,99000,450 ₽ в месяц за м²,"Иркутск, улица Берёзовая Роща, 3Б/1",52.26303864,104.2242203
"Универсальное помещение, 200 кв.м",70000,350 ₽ в месяц за м²,"Иркутская обл., Иркутск, мкр-н Первомайский, 25",52.255917,104.234074
"Свободного назначения, 200 м²",320,320 ₽ в месяц за м²,"Иркутск, микрорайон Первомайский, 25",52.255917,104.234074
"Торговая площадь, 20 м²",40000,2 000 ₽ в месяц за м²,"Иркутск, микрорайон Первомайский, 25",52.255917,104.234074
