title,price,normalizedPrice,formattedAddress,lat,lng
"Офис, 33.5 м²",32500,11 642 ₽ в год за м²,"Иркутск, улица Карла Либкнехта, 58",52.283638,104.301187
Свободного назначения,60000,600 ₽ в месяц за м²,"Иркутск, Байкальская улица, 15А",52.27996445,104.2989197
Офис,12000,1 000 ₽ в месяц за м²,"Иркутск, улица Софьи Перовской, 24",52.28075027,104.2999573
"Офис, 23 м²",15410,8 040 ₽ в год за м²,"Иркутск, Байкальская улица, 19А",52.27969742,104.2996445
Офис,30400,790 ₽ в месяц за м²,"Иркутск, Байкальская улица, 19А",52.27969742,104.2996445
Сдаётся офиc: 45 кв.м. Собственник,1300,15 600 ₽ в год за м²,"Иркутск, Партизанская улица, 19",52.280856,104.300756
Помещение 124 кв м,1000,1 000 ₽ в месяц за м²,"Иркутск, улица Декабрьских Событий, 78И",52.28539658,104.3026428
"Свободного назначения, 150 м²",100000,667 ₽ в месяц за м²,"Иркутск, Байкальская улица, 14Б",52.27898407,104.2991104
"Стильный офис, 19 м²",20900,13 200 ₽ в год за м²,"Иркутск, улица Софьи Перовской, 30",52.2816400395642,104.30134011772147
Офис с юридическим адресом,4200,4 200 ₽ в год за м²,"Иркутск, улица Софьи Перовской, 30",52.281368,104.301178
"Бьюти-офис, 14 м²",18200,15 600 ₽ в год за м²,"Иркутск, улица Софьи Перовской, 30",52.281368,104.301178
"Стильный офис, 22 м²",27000,14 727 ₽ в год за м²,"Иркутск, улица Софьи Перовской, 30",52.281368,104.301178
"Офис в лофте S.Perovskoy, 18 м²",19800,13 200 ₽ в год за м²,"Иркутск, улица Софьи Перовской, 30",52.281368,104.301178
"Сдаётся офиc: 52,4 кв.м. Собственник",35000,8 015 ₽ в год за м²,"Иркутск, Партизанская улица, 19В",52.28106,104.300998
"Здание, 400 м²",1000,1 000 ₽ в месяц за м²,"Иркутск, улица Декабрьских Событий, 78А",52.28586197,104.3030624
Помещение в аренду 102 кв.м. 1-я линия Центр,1800,1 800 ₽ в месяц за м²,"Иркутск, Партизанская улица, 21",52.280755836492965,104.30112484089987
"Свободного назначения, 35 м²",1900,1 900 ₽ в месяц за м²,"Иркутск, улица Седова, 34А",52.274055,104.290642
Рабочее место в просторном офисе с переговоркой,19000,3 257 ₽ в год за м²,"Иркутск, улица Седова, 30",52.27377419102471,104.28986960845944
"Свободного назначения, 35 м²",35000,1 000 ₽ в месяц за м²,"Иркутск, Байкальская улица, 23",52.27935073912606,104.30013183920852
"Свободного назначения, 100 м²",150000,1 500 ₽ в месяц за м²,"Иркутск, улица Октябрьской Революции, 16А",52.289637,104.302965
"Офис, 41 м² Дек. событий",1250,15 000 ₽ в год за м²,"Иркутск, улица Фридриха Энгельса, 17",52.285473,104.303666
"Отдельностоящее здание, 159.4 кв.м",150000,941 ₽ в месяц за м²,"Иркутская обл., Иркутск, Байкальская ул., 25",52.279236,104.30063
"Свободного назначения, 77.5 м²",77500,1 000 ₽ в месяц за м²,"Иркутск, Партизанская улица, 29",52.280321,104.301977
Свободного назначения,77500,1 000 ₽ в месяц за м²,"Иркутск, Партизанская улица, 29",52.28032303,104.3020248
"Офис, 26 м² Ф. Энгельса",22000,10 154 ₽ в год за м²,"Иркутск, улица Фридриха Энгельса, 8",52.284999,104.30425
"Универсальное помещение, 290.5 кв.м",300000,1 033 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Терешковой, 6/1",52.281368,104.258247
"Офис, 15.3 м²",15000,11 765 ₽ в год за м²,"Иркутск, улица Фридриха Энгельса, 8Б",52.284789,104.30452
"Офисное помещение, 310 кв.м",310000,12 000 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Терешковой, 6А",52.281352,104.258032
"Свободного назначения, 16.1 м²",1400,1 400 ₽ в месяц за м²,"Иркутск, Байкальская улица, 29",52.27885437,104.3014832
"Офис, 28 м²",500,6 000 ₽ в год за м²,"Иркутск, улица Челнокова, 46",52.277671,104.261023
Офисные помещения площадью от 19м2 до 250м2 аренда,1155,13 860 ₽ в год за м²,"Иркутск, Горная улица, 4",52.278993,104.301807
"Свободного назначения, 38 м²",700,700 ₽ в месяц за м²,"Иркутск, улица Октябрьской Революции, 11А",52.290194,104.304331
"Свободного назначения 32,9",42900,1 304 ₽ в месяц за м²,"Иркутск, улица Октябрьской Революции, 11А",52.29019928,104.3043289
Свободного назначения,23000,1 353 ₽ в месяц за м²,"Иркутск, улица Октябрьской Революции, 11А",52.29019928,104.3043289
"Второй этаж, с окнами, от 16 до 250 м²",18999,1 187 ₽ в месяц за м²,"Иркутск, улица Октябрьской Революции, 11А",52.29009050408757,104.30438187525627
"Торговая площадь, 36 м2",2000,2 000 ₽ в месяц за м²,"Иркутск, Партизанская улица, 36",52.27933,104.302489
"Торговая площадь, 95 м²",200000,2 105 ₽ в месяц за м²,"Иркутск, Партизанская улица, 36",52.27933,104.302489
"Торговая площадь, 62.7 м²",192000,3 062 ₽ в месяц за м²,"Иркутск, Партизанская улица, 36",52.27933,104.302489
"Торговая площадь, 19.2 м²",3500,182 ₽ в месяц за м²,"Иркутск, Партизанская улица, 36",52.27933,104.302489
"Свободного назначения, 8.8 м², ТЦ Карамель",12000,1 364 ₽ в месяц за м²,"Иркутск, Партизанская улица, 36",52.27933,104.302489
"Офис, 24.7 м²",32110,15 600 ₽ в год за м²,"Иркутск, улица Седова, 42/2",52.272954,104.292114
"Офис, 94 м²",1800,21 600 ₽ в год за м²,"Иркутск, улица Кожова, 11/1",52.271968,104.289042
"Офис, 52.3 м²",55000,12 620 ₽ в год за м²,"Иркутск, Горная улица, 24",52.281528,104.305067
"Офис, 52.6 м²",55000,12 548 ₽ в год за м²,"Иркутск, Горная улица, 24",52.281528,104.305067
"Офис 224,7 кв.м в БЦ Зеркальный",247170,13 200 ₽ в год за м²,"Иркутская обл., Иркутск, Горная ул., 24",52.281528,104.305067
"Офис 14,8 кв.м в БЦ Зеркальный",14800,12 000 ₽ в год за м²,"Иркутская обл., Иркутск, Горная ул., 24",52.281528,104.305067
"Свободного назначения, 73 м²",55000,753 ₽ в месяц за м²,"Иркутск, улица Румянцева, 5/2",52.283991,104.255265
Торговая площадь,18000,1 800 ₽ в месяц за м²,"Иркутск, улица Румянцева, 5/2",52.28398514,104.2552643
Помещение в аренду 100 м2 в р-не Райсовет,48000,480 ₽ в месяц за м²,"Иркутск, улица Румянцева, 5/3",52.283754,104.255247
"Офис, 32.8 м²",500,6 000 ₽ в год за м²,"Иркутск, квартал Затон, улица Набережная Иркута, 1с4",52.295033734591414,104.2584105162114
"Офис, 40.5 м²",45000,13 333 ₽ в год за м²,"Иркутск, улица Маяковского, 5А",52.28701,104.254205
"Офис, 113 м²",169000,17 947 ₽ в год за м²,"Иркутск, Красногвардейская улица, 23",52.286249,104.307295
"Автосервис, 289.17 м²",1423,1 423 ₽ в месяц за м²,"Иркутск, улица Баррикад, 2",52.29647080074281,104.30177160118863
"Сдается уютное, светлое, теплое помещение",120000,10 286 ₽ в год за м²,"Иркутск, улица Рабочего Штаба, 1/7",52.299915,104.296201
Офисы в новом Бизнес-центре,1800,4 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Кожова, 22",52.270987,104.290551
"Офисное помещение, 839 кв.м",1800,21 600 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Кожова, 14/3",52.270386,104.28835
Производственное помещение,59500,850 ₽ в месяц за м²,"Иркутская обл., Иркутск, Советская ул., 3Б",52.277252,104.30346
Помещение в БЦ Соната,90000,10 800 ₽ в год за м²,"Иркутская обл., Иркутск, Советская ул., 3Б",52.277252,104.30346
"Универсальное помещение, 203 кв.м",120000,591 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 1/1",52.299772,104.297063
"Свободного назначения, 74 м²",51000,689 ₽ в месяц за м²,"Иркутск, улица Пушкина, 36/1",52.281054,104.254699
"Свободного назначения, 87.5 м²",140000,1 600 ₽ в месяц за м²,"Иркутск, улица Пушкина, 9",52.285241,104.253307
"Свободного назначения, 119.3 м²",143160,1 200 ₽ в месяц за м²,"Иркутск, улица Пушкина, 35А",52.276571299172005,104.25832275959392
"Офисное помещение, 88 м²",70000,9 545 ₽ в год за м²,ул Рабочего Штаба 1/6,52.30034,104.296172
"Свободного назначения, 227 м²",900,900 ₽ в месяц за м²,"Иркутск, улица Баррикад, 35",52.29647827,104.3028564
"Свободного назначения, 249.6 м²",174720,700 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 1/6",52.30060118208346,104.29608196560666
"Офис, 42 м²",26000,7 429 ₽ в год за м²,"Иркутск, улица Красных Мадьяр, 25",52.27336884,104.2987595
"Офис, 6.5 м²",8000,14 769 ₽ в год за м²,"Иркутск, Советская улица, 3",52.27703094,104.3041077
"Офис, 22 кв.м",15000,8 182 ₽ в год за м²,"Иркутск, улица Рабочего Штаба, 1/5",52.300653,104.29656
"Офис, 42 м²",26000,7 429 ₽ в год за м²,"Иркутск, улица Красных Мадьяр, 25/1",52.27313995,104.2988815
"Склад, 168 м²",150000,893 ₽ в месяц за м²,"Иркутск, Ямская улица, 14",52.28022766113281,104.30709075927734
"Свободного назначения, фотостудия, офис 31.9 м²",500,500 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 9В",52.277368,104.256496
"Здание, 2425.9 м²",1950,1 950 ₽ в месяц за м²,"Иркутск, улица Лебедева-Кумача, 4",52.274111,104.300944
Офис 441 кв м Советская 42,837900,22 800 ₽ в год за м²,"Иркутская обл., Иркутск, Советская ул., 42",52.274773,104.30213
"Офисное помещение, 441 кв.м",837900,22 800 ₽ в год за м²,"Иркутская обл., Иркутск, Советская ул., 42",52.274773,104.30213
Сдаю помещение в салоне красоты от 8 кв.м,10000,100 ₽ в месяц за м²,"Иркутск, улица Румянцева, 22",52.28391266,104.2522049
"Универсальное помещение, 100 кв.м",60000,600 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Румянцева, 22",52.283913,104.252202
"Сдается коммерческая, 166.9 кв.м., 1/10 эт",340000,24 446 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Красных Мадьяр, 29",52.273461,104.300244
Склад,40000,571 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 9А",52.30117023314022,104.29673730708456
"Свободного назначения, офис, хостел, магазин 133.3",450,450 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 9А",52.277266647249874,104.2557894576721
Помещение для производста,10000,278 ₽ в месяц за м²,"Иркутск, улица Баррикад, 43",52.296429,104.304582
"Свободного назначения, 199.8 м²",1550,1 550 ₽ в месяц за м²,"Иркутск, улица Карла Либкнехта, 94",52.280481,104.308014
"Свободного назначения, от 15,4 м²",500,500 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 9А",52.277214,104.255768
"Склад, 390 м²",300,300 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 9А",52.277214,104.255768
"Склад, 37.7 м²",25000,663 ₽ в месяц за м²,"Иркутск, улица Красных Мадьяр, 29А",52.273599,104.300926
Свободного назначения 10 кв м,15000,1 500 ₽ в месяц за м²,"Иркутск, улица Гоголя, 15",52.28429794,104.2514954
Студия маникюра,7000,4 667 ₽ в год за м²,"Иркутск, улица Гоголя, 15",52.28429794,104.2514954
Свободного назначения 20-26 кв м,26000,1 000 ₽ в месяц за м²,"Иркутск, улица Гоголя, 15",52.28434038881535,104.25142429567154
"Свободного назначения, 605 м²",350,350 ₽ в месяц за м²,"Иркутск, улица Гоголя, 53",52.276486,104.255472
"Офис, 8.9 м²",550,6 600 ₽ в год за м²,"Иркутск, улица Гоголя, 53",52.276486,104.255472
"Склад, 114 м²",300,300 ₽ в месяц за м²,"Иркутск, улица Баррикад, 24А/6",52.293972,104.30796
"Свободного назначения, 660 м²",792000,1 200 ₽ в месяц за м²,"Иркутск, Советская улица, 58/1",52.275583,104.305166
"Офис 86,5 кв.м",129750,18 000 ₽ в год за м²,"Иркутск, Советская улица, 58/1",52.275583,104.305166
"Торговая площадь, 62 м²",124000,2 000 ₽ в месяц за м²,"Иркутск, Советская улица, 58/1",52.275583,104.305166
"Торговая площадь, 237 м²",237000,862 ₽ в месяц за м²,"Иркутск, Советская улица, 58/1",52.275583,104.305166
Офис 44 кв,1200,14 400 ₽ в год за м²,"Иркутск, Советская улица, 58/1",52.27557755,104.3051682
Офис,45000,12 000 ₽ в год за м²,"Иркутск, Советская улица, 58/1",52.27557755,104.3051682
"Универсальное помещение, 131 кв.м",115000,878 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Иосифа Уткина, 23",52.28745,104.310889
"Павильон напротив мтц Новый, 20 м²",40000,2 000 ₽ в месяц за м²,"Иркутск, Байкальская улица, 38",52.2746319390893,104.304308305583
"Склад, свободного назначения, 1200 м²",450,450 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 6",52.30111169063432,104.29957222222893
"Свободного назначения, 108 м²",162450,1 504 ₽ в месяц за м²,"Иркутск, Ангарская улица, 28/8",52.30325606226346,104.29403945833879
Помещение в ЖК Центральный парк,165000,1 500 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Седова, 65А/3",52.271025,104.298779
"Офисное помещение, 5.28 кв.м",12000,27 273 ₽ в год за м²,"Иркутская обл., Иркутск, Советская ул., 27",52.27761,104.308257
"Свободного назначения, 115 м²",105000,913 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 16",52.27726746,104.2529907
"Свободного назначения, 86.3 м²",60000,695 ₽ в месяц за м²,"Иркутск, улица Александра Невского, 15/4",52.279142,104.309873
Полуцоколь с окнами в Корице,40000,370 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Щапова, 4/4",52.298726,104.304951
"Торговая площадь, 68 м²",1250,1 250 ₽ в месяц за м²,"Иркутск, Ангарская улица, 28",52.30404,104.293596
"Свободного назначения, 16 м²",16000,1 000 ₽ в месяц за м²,"Иркутск, Ангарская улица, 28",52.30404,104.293596
Сдается нежилое помещение 50 кв.м.и 100 кв.м,30000,7 200 ₽ в год за м²,"Иркутск, улица Щапова, 4/6",52.29905701,104.3045731
"Свободного назначения, 45 м²",63000,1 400 ₽ в месяц за м²,"Иркутск, Провиантская улица, 10",52.26983337613135,104.29716550793452
"Свободного назначения, 108 м²",100000,926 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 12",52.302933,104.298761
"Универсальное помещение, 80 кв.м",40000,500 ₽ в месяц за м²,"Иркутская обл., Иркутск, Партизанская ул., 85",52.275302,104.307753
"Свободного назначения, 600 м²",300000,500 ₽ в месяц за м²,"Иркутск, 2-я Железнодорожная улица, 25/1",52.28492355,104.2481689
"Свободного назначения, 12.5 м²",12500,1 000 ₽ в месяц за м²,"Иркутск, 2-я Железнодорожная улица, 70",52.27925873,104.2500916
Свободного назначения,45000,539 ₽ в месяц за м²,"Иркутск, улица Щапова, 4/1",52.2991066,104.3062897
Свободного назначения,20000,667 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 16",52.3032171990574,104.29902563096738
Хореографический зал #кручуверчу,600,17 ₽ в месяц за м²,"Иркутск, Советская улица, 35",52.278186910459766,104.31108726511292
"Торговая площадь, 17.23 м²",34460,2 000 ₽ в месяц за м²,"Иркутск, улица Шевцова, 4",52.305378,104.293901
"Торговая площадь, 27.81 м²; 59.3 м²",33372,1 200 ₽ в месяц за м²,"Иркутск, улица Шевцова, 4",52.305378,104.293901
"Торговая площадь, 205 и 261 м²",760,760 ₽ в месяц за м²,"Иркутск, улица Шевцова, 4",52.305378,104.293901
"Склад теплый, 108.1 м²",79994,740 ₽ в месяц за м²,"Иркутск, улица Шевцова, 4",52.305378,104.293901
"Торговая площадь, 7 м²",22000,3 143 ₽ в месяц за м²,"Иркутск, улица Боткина, 8А/1",52.28975374592151,104.24740623304564
"Торговая площадь, 31 м²",1950,1 950 ₽ в месяц за м²,"Иркутск, улица Баррикад, 28",52.293328,104.312541
"Складское помещение, 144 кв.м",70000,486 ₽ в месяц за м²,"Иркутская обл., Иркутск, Советская ул., 82А",52.277511,104.31132
Свободного назначения,40500,1 013 ₽ в месяц за м²,"Иркутск, Советская улица, 45/3",52.278223522180944,104.31204361013981
"Торговая площадь, 35 м²",40500,1 157 ₽ в месяц за м²,"Иркутск, Советская улица, 45/3",52.278167,104.312263
Свободного назначения,190000,1 745 ₽ в месяц за м²,"Иркутск, Советская улица, 45А",52.278172252676264,104.31275103687449
"Офисное помещение, 150 кв.м",120000,1 440 000 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Поленова, 25",52.286596,104.315506
"Свободного назначения, 192.3 м²",1500,1 500 ₽ в месяц за м²,"Иркутск, улица Карла Либкнехта, 121",52.277626,104.312454
"Офис, 45.9 м²",75000,19 608 ₽ в год за м²,"Иркутск, улица Карла Либкнехта, 121",52.27758102827176,104.31242607474971
Свободного назначения,50000,610 ₽ в месяц за м²,"Иркутск, улица Карла Либкнехта, 121",52.27762604,104.3124619
"Помещение свободного назначения, 130 м²",70000,538 ₽ в месяц за м²,"Иркутск, улица Радищева, 66",52.300224,104.307376
"Офис, 87 м²",100000,13 793 ₽ в год за м²,"Иркутск, 4-я Советская улица, 28",52.26980209,104.3030624
"Свободного назначения, 120.8 м²",150000,1 242 ₽ в месяц за м²,"Иркутск, 4-я Советская улица, 28",52.269802,104.303064
"Офис, 67.2 м²",33600,6 000 ₽ в год за м²,"Иркутск, улица Шевцова, 1",52.306424,104.293839
"Свободного назначения, 134 м²",100500,750 ₽ в месяц за м²,"Иркутск, улица Шевцова, 1",52.306424,104.293839
"Свободного назначения, 102.8 м²",130000,1 265 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 61",52.269653,104.257807
"Здание, 1687 м²",1000,1 000 ₽ в месяц за м²,"Иркутск, улица Сурнова, 16",52.306947,104.293515
"Сдам здание, 1687 м²",1687000,1 000 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Сурнова, 16",52.306953,104.293515
"Торговая площадь, 1100 м²",800,1 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 34",52.271455,104.254187
"Свободного назначения, 40 м²",40000,1 000 ₽ в месяц за м²,"Иркутск, 4-я Железнодорожная улица, 6",52.28284836,104.2450333
"Свободного назначения, 250 м²",125000,500 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 27/1",52.3059082,104.2977295
"Свободного назначения, 600 м²",300000,500 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 27/1",52.3059082,104.2977295
"Свободного назначения, 135 м²",243000,1 800 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 78",52.27052840805933,104.25532108465576
"Свободного назначения, 38.1 м²",38000,997 ₽ в месяц за м²,"Иркутск, 4-я Железнодорожная улица, 4",52.283357,104.244746
"Свободного назначения, 950 м²",800000,842 ₽ в месяц за м²,"Иркутск, улица Поленова, 1/1",52.28377,104.316746
"Офисы 30, 50, 60 и 67 м² в Центре города 4 этаж",16500,6 600 ₽ в год за м²,"Иркутск, улица Поленова, 1/1",52.28377,104.316746
"Свободного назначения, 36.17 м²",1068,1 068 ₽ в месяц за м²,"Иркутск, улица Баррикад, 32А",52.292557,104.315587
"Офисное помещение, 71 м²",60000,10 141 ₽ в год за м²,"Иркутск, улица Поленова, 33/4",52.28577,104.317177
"Свободного назначения, 35 м²",700,20 ₽ в месяц за м²,"Иркутск, Советская улица, 96",52.27809903073282,104.31467308200071
"Помещение под производство,склад 65.5 м²",39300,600 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 78",52.27027900912904,104.25504329922099
"Здание, 140 м²",100000,714 ₽ в месяц за м²,"Иркутск, улица Клары Цеткин, 30А",52.275919,104.248123
"Помещение под производство, склад 142.3 м²",85380,600 ₽ в месяц за м²,"Иркутск, улица Лермонтова, 78",52.27018614752135,104.25508505026244
"Свободного назначения, 71.2 м²",60000,843 ₽ в месяц за м²,"Иркутск, улица Рылеева, 7",52.28274,104.243964
"Свободного назначения, 73.5 м²",85000,1 156 ₽ в месяц за м²,"Иркутск, 4-я Железнодорожная улица, 46А",52.27291,104.250441
"Торговая, офисная, складская площадь от 1 кв.м",650,650 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 29",52.30705076297366,104.2968521869303
Офис,70000,8 750 ₽ в год за м²,"Иркутск, улица Поленова, 35Б",52.28555399391479,104.3186806015454
"Офис, 153.7 м²",800,9 600 ₽ в год за м²,"Иркутск, улица Поленова, 35Б, подъезд 1",52.285704,104.318713
"Свободного назначения, 57 м²",40000,702 ₽ в месяц за м²,"Иркутск, улица Трилиссера, 48Б",52.27383041,104.3135529
"Свободного назначения, 898 м²",950000,1 058 ₽ в месяц за м²,"Иркутск, улица Сурнова, 24/1",52.309563,104.291341
"Офис, 19 м²",15000,9 474 ₽ в год за м²,"Иркутск, улица Декабрьских Событий, 125",52.280002,104.318614
Офис,45000,10 189 ₽ в год за м²,"Иркутск, улица Декабрьских Событий, 125",52.28000259,104.3186111
"Офис, 37 м²",28650,9 292 ₽ в год за м²,"Иркутск, улица Декабрьских Событий, 125",52.28000259,104.3186111
"Офис, 15 м²",19000,15 200 ₽ в год за м²,"Иркутск, улица Лермонтова, 81/14",52.2652891512196,104.261323500413
"Офисное помещение, 126 кв. м",54000,429 ₽ в месяц за м²,"Иркутск, улица Сурнова, 22",52.30904,104.294586
"Помещение в центре Окт. района, 1этаж, с ремонтом",110000,913 ₽ в месяц за м²,"Иркутск, 4-я Советская улица, 58",52.27124405,104.311615
"Сдам офисное помещение, 79.1 м²",65000,9 861 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Лермонтова, 81/17",52.264891,104.262155
"Свободного назначения, 13 м²",15000,1 154 ₽ в месяц за м²,"Иркутск, улица Трилиссера, 89",52.275583,104.316234
"Офисное помещение, 88 кв.м",70400,9 600 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Трилиссера, 89",52.275583,104.316234
"Универсальное помещение, 96 кв.м",76800,800 ₽ в месяц за м²,"Иркутская обл., Иркутск, ул. Трилиссера, 89",52.275583,104.316234
"Склад, 33 м²",5000,152 ₽ в месяц за м²,"Иркутск, улица Сурнова, 22/9",52.30933728988887,104.29464395686584
"Торговая площадь, 25 и 50 м²",1000,1 000 ₽ в месяц за м²,"Иркутск, улица Карла Либкнехта, 157/2",52.27340138015918,104.31472318913369
Свободного назначения,60000,600 ₽ в месяц за м²,"Иркутск, улица Достоевского, 29",52.27997530772997,104.24187667758646
Свободного назначения,50000,694 ₽ в месяц за м²,"Иркутск, Кожзаводская улица, 4/1",52.31005859,104.2931137
"Помещение 600м², торговое 150м², склад 450 м²",450,450 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 30Б/2",52.308467,104.299372
"Офисное помещение 40.1 м², 2 этаж, кабинет",33000,9 875 ₽ в год за м²,"Иркутск, улица Трилиссера, 91Б",52.27563696599588,104.31729793121333
"Офис, 400 м² Рабочего штаба на 1 линии",550,6 600 ₽ в год за м²,"Иркутск, улица Рабочего Штаба, 34",52.309012,104.298528
"Здание, офис 400м² - 1200 м² Рабочего штаба",750,750 ₽ в месяц за м²,"Иркутск, улица Рабочего Штаба, 34",52.30908175907893,104.29858948410033
"Общепит, 18 м²",1800,1 800 ₽ в месяц за м²,"Иркутск, Депутатская улица, 14",52.27645874,104.3185272
"Офисное помещение, 11 кв.м",13200,14 400 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Пискунова, 54",52.268733,104.310143
"Свободного назначения, 130 м²",80000,615 ₽ в месяц за м²,"Иркутск, Советская улица, 124В",52.27892071746466,104.32004041113939
"Офис, 19 м²",16000,10 105 ₽ в год за м²,КУЛТУКСКАЯ 13,52.283732,104.321947
"Склад, 250 м² Сурнова",50000,200 ₽ в месяц за м²,"Иркутск, улица Сурнова, 26Б",52.311022,104.291144
"Офис, 39.9 м²",32000,9 624 ₽ в год за м²,"Иркутск, Култукская улица, 13",52.283748,104.322091
"Свободного назначения, 36 м²",38000,1 056 ₽ в месяц за м²,"Иркутск, Култукская улица, 13",52.283748,104.322091
"Офис, 100 м²",700,8 400 ₽ в год за м²,"Иркутск, Култукская улица, 13",52.283748,104.322091
"Свободного назначения, 175 м²",60000,343 ₽ в месяц за м²,"Иркутск, Главная Кировская улица, 49",52.3074379,104.2568359
"Офис, 20 м²",9990,5 994 ₽ в год за м²,"Иркутск, Главная Кировская улица, 47/7",52.307355,104.256442
"Свободного назначения, 70 м²",60000,857 ₽ в месяц за м²,"Иркутск, улица Карла Либкнехта, 193А",52.27194,104.315371
"Склад, 50 м²",500,500 ₽ в месяц за м²,"Иркутск, Кожзаводская улица, 6",52.310631,104.295042
"1-я Советская, 1-я линия, 1-й этаж",1500,1 500 ₽ в месяц за м²,"Иркутск, Советская улица, 126",52.27923965,104.3212662
Аренда офисов на Баргузине с юр. адресом,12000,24 000 ₽ в год за м²,"Иркутск, Партизанская улица, 102",52.268314,104.311149
"Офис, 20 м²",1100,13 200 ₽ в год за м²,"Иркутск, улица Сурнова, 30/6",52.311642222303796,104.29105295985377
"Офис, 79 м² БЦ ""Зеон""",83500,12 684 ₽ в год за м²,"Иркутск, Байкальская улица, 105А",52.267482,104.310026
"Свободного назначения, 26 м²",35000,1 346 ₽ в месяц за м²,"Иркутск, 6-я Советская улица, 18А/1",52.26409912,104.3030014
"Свободного назначения, 55 м²",40000,727 ₽ в месяц за м²,"Иркутск, Коммунистическая улица, 65",52.264946,104.305229
Адрес для регистрации юридического лица,4000,17 143 ₽ в год за м²,"Иркутск, Култукская улица, 16",52.28328705,104.3232422
"Офисное помещение, 22 кв.м",1000,12 000 ₽ в год за м²,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 38",52.310422,104.298968
Офисы от 22 до 31 м3,1000,12 000 ₽ в год за м²,"Иркутск, улица Рабочего Штаба, 38",52.310422,104.298968
Свободного назначения,900,900 ₽ в месяц за м²,"Иркутск, Трудовая улица, 56/1",52.27257919,104.3177338
"Офис, 76 м²",98800,15 600 ₽ в год за м²,"Иркутск, улица Лермонтова, 90/1",52.263012,104.259289
Аренда помещения,100000,317 ₽ в месяц за м²,"Иркутск, Кожзаводская улица, 9А",52.311413,104.296318
Свободного назначения,50000,1 211 ₽ в месяц за м²,"Иркутск, Байкальская улица, 107А/3",52.26684189,104.3106079
"Свободного назначения, 143 м²",68000,476 ₽ в месяц за м²,"Иркутск, Мельничная улица, 2/1",52.312652,104.29082
"Торговая площадь, 82 м²",100000,1 220 ₽ в месяц за м²,"Иркутск, Дальневосточная улица, 29/3",52.262163,104.300477
Свободного назначения,900,24 ₽ в месяц за м²,"Иркутск, Трудовая улица, 56/3",52.27218628,104.3184814
Офис,48300,13 800 ₽ в год за м²,"Иркутск, Трудовая улица, 60",52.27151489,104.3185577
"Склад, 1100 м² в Рабочем",550,550 ₽ в месяц за м²,"Иркутск, улица Баррикад, 129/6",52.29268679432034,104.32559255686948
Свободного назначения,40000,667 ₽ в месяц за м²,"Иркутск, Советская улица, 65",52.28046417,104.3262787
"Офис, 31 м²",27900,10 800 ₽ в год за м²,"Иркутск, улица Писарева, 18",52.294204,104.325702
"Торговая площадь, 240 м² на 1 линии ул. Баррикад",240000,1 000 ₽ в месяц за м²,"Иркутск, улица Баррикад, 129",52.29145,104.326762
"Склад, 1050 м² Баррикад",550,550 ₽ в месяц за м²,"Иркутск, улица Баррикад, 129/4",52.292752580280165,104.3263820914662
Производство,50000,417 ₽ в месяц за м²,"Иркутск, улица Новокшонова, 62В",52.263881481973726,104.25108002846417
"Свободного назначения, 15",15000,429 ₽ в месяц за м²,"Иркутск, Киренская улица, 46/1",52.310912,104.305687
Коворкинг,5000,,"Иркутск, Киренская улица, 46/1",52.31091309,104.305687
"Офис, 15 м²",10000,8 000 ₽ в год за м²,"Иркутск, Киренская улица, 61",52.31166458,104.3040619
