Название здания,Полный адрес,Цена,Цена за квадратный метр,Площадь (м²),Тип здания,lat,lon
Торговая площадь,"Иркутская обл., Иркутск, ул. Октябрьской Революции, 1к20",1620,54.54545454545455,29.7,торговый центр,52.29567937817412,104.29336991268922
Другое,"Иркутская обл., Иркутск, Полярная ул., 117",130000,560.3448275862069,232.0,другой,52.343731,104.26326
Универсальное помещение,"Иркутская обл., Иркутск, ул. Розы Люксембург, 217А",2500,27.624309392265193,90.5,другой,52.350339,104.174084
Универсальное помещение,"Иркутская обл., Иркутск, ул. Фурье, 8",54000,1000.0,54.0,торговый центр,52.284255,104.292006
Свободного назначения,"Иркутская обл., Иркутск, Ангарская ул., 28",16000,1000.0,16.0,торговый центр,52.30404,104.293596
Свободного назначения,"Иркутская обл., Иркутск, ул. Литвинова, 20",280000,774.1222007188278,361.7,другой,52.280944,104.294387
Склад,"Иркутская обл., Иркутск, Братская ул., 27с3",500,1.4705882352941178,340.0,другой,52.28999963013506,104.35789008731074
Здание,"Иркутская обл., Иркутск, Байкальская ул., 251В",1900,0.6132989025177534,3098.0,другой,52.254589,104.342617
Другое,"Иркутская обл., Иркутск, ДНП имени Мичурина, 173",20000,10000.0,2.0,другой,52.25192,104.227336
Свободного назначения,"Иркутская обл., Иркутск, Красноказачья ул., 119",639100,700.0,913.0,административное здание,52.26840894789042,104.32978440740963
Другое,"Иркутская обл., Иркутск, Академическая ул., 25/1",700000,904.3927648578812,774.0,другой,52.235041,104.298106
Другое,"Иркутская обл., Иркутск, 18-й Советский пер., 1",80000,800.0,100.0,торговый центр,52.350845,104.170392
Торговая площадь,"Иркутская обл., Иркутск, Рабочая ул., 18Д",2310,105.67246111619396,21.86,административное здание,52.295311,104.294593
Офис,"Иркутская обл., Иркутск, ул. Сергеева, 5/7",600,0.3834355828220859,1564.8,другой,52.267823,104.224938
Другое,"Иркутская обл., Иркутск, Горка, 8/15",450,0.5625,800.0,другой,52.368307,104.157349
Универсальное помещение,"Иркутская обл., Иркутск, Красноярская ул., 26",155000,1619.644723092999,95.7,жилой дом,52.278745,104.32925
Склад,"Иркутская обл., Иркутск, Советская ул., 82А",70000,486.1111111111111,144.0,другой,52.277511,104.31132
Универсальное помещение,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 1/1",120000,591.1330049261084,203.0,жилой дом,52.299772,104.297063
Здание,"Иркутская обл., Иркутск, ул. Сурикова, 21",700,0.1346153846153846,5200.0,административное здание,52.290304,104.272818
Здание,"Иркутская обл., Иркутск, ул. Горького, 12",504000,2000.0,252.0,другой,52.28155,104.27951
Универсальное помещение,"Иркутская обл., Иркутск, Байкальская ул., 251В",1037500,2500.0,415.0,другой,52.254589,104.342617
Другое,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 135",60000,495.8677685950413,121.0,другой,52.332143,104.31768
Офис,"Иркутская обл., Иркутск, Байкальская ул., 149",40000,242.42424242424244,165.0,бизнес-центр,52.261105,104.319548
Склад,"Иркутская обл., Иркутск, Полярная ул., 117",450,0.45,1000.0,другой,52.343731,104.26326
Склад,"Иркутская обл., Иркутск, ул. Баррикад, 129/6",550,0.5,1100.0,другой,52.29268679432034,104.32559255686948
Склад,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 30Б/2",450,0.75,600.0,другой,52.308467,104.299372
Другое,"Иркутская обл., Иркутск, Советская ул., 3Б",59500,850.0,70.0,бизнес-центр,52.277252,104.30346
Офис,"Иркутская обл., Иркутск, ул. Ширямова, 10/6",1250,1.6666666666666667,750.0,административное здание,52.27404020927682,104.35292510912322
Универсальное помещение,"Иркутская обл., Иркутск, ул. Мухиной, 10",85000,1214.2857142857142,70.0,торговый центр,52.229161,104.308625
Склад,"Иркутская обл., Иркутск, Ракитная ул., 12",835,0.18555555555555556,4500.0,другой,52.273847,104.212155
Свободного назначения,"Иркутская обл., Иркутск, Красноказачья ул., 119",170000,625.69009937431,271.7,бизнес-центр,52.26809311,104.329483
Универсальное помещение,"Иркутская обл., Иркутск, ул. Щорса, 2/4",650,6.5,100.0,другой,52.31198,104.30372
Офис,"Иркутская обл., Иркутск, 1-я Московская ул., 1Ас3",15000,71.42857142857143,210.0,административное здание,52.32625110707818,104.25963779496765
Склад,"Иркутская обл., Иркутск, Полярная ул., 201",400,0.25806451612903225,1550.0,другой,52.35136090779286,104.26645733337392
Другое,"Иркутская обл., Иркутск, Трактовая ул., 24/10",200,0.16666666666666666,1200.0,другой,52.31560239302422,104.23749766864772
Другое,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",600,4.0,150.0,торговый центр,52.264946,104.229079
Склад,"Иркутская обл., Иркутск, ул. Сухэ-Батора, 13",96000,533.3333333333334,180.0,жилой дом,52.284497,104.284541
Офис,"Иркутская обл., Иркутск, ул. Ширямова, 10/6",1200,5.714285714285714,210.0,административное здание,52.273974,104.352813
Универсальное помещение,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",150000,416.6666666666667,360.0,жилой дом,52.279511,104.336544
Другое,"Иркутская обл., Иркутск, ул. Лермонтова, 136/2",412500,1250.0,330.0,жилой дом,52.238725,104.277112
Другое,"Иркутская обл., Иркутск, Горка, 8/15",500,1.5151515151515151,330.0,другой,52.368307,104.157349
Здание,"Иркутская обл., Иркутск, Трактовая ул., 2Д",1470000,924.5283018867924,1590.0,другой,52.308197,104.237056
Офис,"Иркутская обл., Иркутск, Култукская ул., 68",800,2.4242424242424243,330.0,административное здание,52.282806,104.344953
Офис,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 34",550,1.375,400.0,бизнес-центр,52.309012,104.298528
Другое,"Иркутская обл., Иркутск, ул. Красного Восстания, 24",400000,3445.3057708871665,116.1,жилой дом,52.275087,104.285547
Офис,"Иркутская обл., Иркутск, Гравийная ул., 22",15246,1260.0,12.1,бизнес-центр,52.361196,104.20875
Торговая площадь,"Иркутская обл., Иркутск, ул. Карла Маркса, 65",3400,170.0,20.0,торговый центр,52.29413448777635,104.2942033156421
Склад,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 99Б",650,1.0,650.0,другой,52.322709,104.302867
Универсальное помещение,"Иркутская обл., Иркутск, Трактовая ул., 7",500,0.1,5000.0,торговый центр,52.312641,104.235987
Здание,"Иркутская обл., Иркутск, Трактовая ул., 2Д",900000,750.0,1200.0,другой,52.308197,104.237056
Склад,"Иркутская обл., Иркутск, Полярная ул., 117Б",200,0.6153846153846154,325.0,другой,52.345283,104.265227
Здание,"Иркутская обл., Иркутск, ул. Горького, 42",525000,1500.0,350.0,другой,52.285429,104.288476
Свободного назначения,"Иркутская обл., Иркутск, ул. Карла Маркса, 65",3733,124.43333333333334,30.0,торговый центр,52.2945016505417,104.29418990206908
Офис,"Иркутская обл., Иркутск, 1-я Московская ул., 1А",600,4.195804195804196,143.0,торговый центр,52.325929,104.260421
Офис,"Иркутская обл., Иркутск, Красноярская ул., 31/1",199000,686.2068965517242,290.0,другой,52.279274,104.330445
Офис,"Иркутская обл., Иркутск, Горка, 3",65000,650.0,100.0,административное здание,52.364028,104.151249
Склад,"Иркутская обл., Иркутск, Горка, 8/15А",450,0.28125,1600.0,другой,52.369232980646686,104.15650142195123
Свободного назначения,"Иркутская обл., Иркутск, Рабочая ул., 18Д",850,3.8258990862852773,222.17,торговый центр,52.295311,104.294593
Склад,"Иркутская обл., Иркутск, ул. Тухачевского, 1А/1",490,0.5536723163841808,885.0,другой,52.36210057099249,104.1608000841023
Свободного назначения,"Иркутская обл., Иркутск, Ангарская ул., 28/8",162450,1504.1666666666667,108.0,другой,52.30325606226346,104.2940394583388
Склад,"Иркутская обл., Иркутск, Трактовая ул., 14Б",135000,450.0,300.0,другой,52.31291,104.238628
Свободного назначения,"Иркутская обл., Иркутск, ул. Карла Маркса, 65/3",128700,1100.0,117.0,торговый центр,52.29471,104.294467
Офис,"Иркутская обл., Иркутск, ул. Кожова, 14/3",1800,2.1454112038140645,839.0,бизнес-центр,52.270386,104.28835
Универсальное помещение,"Иркутская обл., Иркутск, ул. Литвинова, 3",270000,906.0402684563759,298.0,другой,52.283836,104.28967
Универсальное помещение,"Иркутская обл., Иркутск, мкр-н Первомайский, 25",70000,350.0,200.0,жилой дом,52.255917,104.234074
Офис,"Иркутская обл., Иркутск, Восточный пер., 8",400,5.555555555555555,72.0,административное здание,52.33277314940136,104.212469
Другое,"Иркутская обл., Иркутск, Куликовская ул., 3",80000,400.0,200.0,жилой дом,52.36081574736129,104.21617411177824
Офис,"Иркутская обл., Иркутск, Рабочая ул., 2А",2375000,1250.0,1900.0,бизнес-центр,52.288888,104.283822
Универсальное помещение,"Иркутская обл., Иркутск, Куликовская ул., 3А",80000,404.04040404040404,198.0,жилой дом,52.360888,104.215407
Здание,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 34",750,0.625,1200.0,административное здание,52.30908175907893,104.29858948410032
Свободного назначения,"Иркутская обл., Иркутск, Гравийная ул., 22",85320,1800.0,47.4,бизнес-центр,52.361196,104.20875
Склад,"Иркутская обл., Иркутск, Ракитная ул., 14",240000,300.5635566687539,798.5,другой,52.277947,104.204429
Склад,"Иркутская обл., Иркутск, Ракитная ул., 14",442000,500.0,884.0,другой,52.277947,104.204429
Универсальное помещение,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",310500,500.0,621.0,торговый центр,52.264946,104.229079
Здание,"Иркутская обл., Иркутск, ул. Горького, 42",225000,1250.0,180.0,другой,52.285429,104.288476
Склад,"Иркутская обл., Иркутск, ул. Новаторов, 3А",400,0.291970802919708,1370.0,административное здание,52.35183890047316,104.20788362139126
Другое,"Иркутская обл., Иркутск, Восточный пер., 8/2",95000,703.7037037037037,135.0,административное здание,52.332875,104.212209
Склад,"Иркутская обл., Иркутск, Горка, 8/6",300,0.13636363636363635,2200.0,административное здание,52.36651540611833,104.15807600265504
Склад,"Иркутская обл., Иркутск, Майская ул., 22",560000,800.0,700.0,административное здание,52.238554,104.286266
Офис,"Иркутская обл., Иркутск, мкр-н Иркутск-2",850,7.083333333333333,120.0,административное здание,52.35170146488653,104.20968090080258
Склад,"Иркутская обл., Иркутск, Трактовая ул., 2А",835,1.3916666666666666,600.0,административное здание,52.30546118026836,104.24029610848996
Свободного назначения,"Иркутская обл., Иркутск, ул. Чехова, 19",50842,2200.0,23.11,торговый центр,52.284349,104.295006
Свободного назначения,"Иркутская обл., Иркутск, Гравийная ул., 22",30844,1007.9738562091503,30.6,бизнес-центр,52.361196,104.208741
Здание,"Иркутская обл., Иркутск, Байкальская ул., 251В",2100,1.4,1500.0,другой,52.254589,104.342617
Офис,"Иркутская обл., Иркутск, территория Военный городок, 7/1",400,2.0408163265306123,196.0,другой,52.310659,104.236364
Торговая площадь,"Иркутская обл., Иркутск, Ангарская ул., 28",1250,18.38235294117647,68.0,торговый центр,52.30404,104.293596
Универсальное помещение,"Иркутская обл., Иркутск, ул. Розы Люксембург, 186",90000,600.0,150.0,торговый центр,52.357198,104.158858
Другое,"Иркутская обл., Иркутск, ул. Урицкого, 3",587040,1200.0,489.2,торговый центр,52.285021,104.290164
Офис,"Иркутская обл., Иркутск, Советская ул., 42",837900,1900.0,441.0,бизнес-центр,52.274773,104.30213
Склад,"Иркутская обл., Иркутский муниципальный округ, пос. Первомайский, мкр-н Рассвет, Озёрная ул., 17А",150,0.11538461538461539,1300.0,другой,52.262461,104.485189
Склад,"Иркутская обл., Иркутск, Ракитная ул., 14",700000,491.9184820801124,1423.0,другой,52.277947,104.204429
Свободного назначения,"Иркутская обл., Иркутск, ул. Поленова, 1/1",800000,842.1052631578947,950.0,бизнес-центр,52.28377,104.316746
Склад,"Иркутская обл., Иркутск, Горка, 8/15А",500,2.5,200.0,другой,52.369203,104.156441
Другое,"Иркутская обл., Иркутск, мкр-н Зелёный, 28к1",100000,769.2307692307693,130.0,другой,52.33079470286001,104.366380506613
Свободного назначения,"Иркутская обл., Иркутск, ул. Красного Восстания, 24",500250,2500.0,200.1,жилой дом,52.275087,104.285547
Универсальное помещение,"Иркутская обл., Иркутск, ул. Ленина, 19",209250,1500.0,139.5,жилой дом,52.27852,104.284289
Торговая площадь,"Иркутская обл., Иркутск, Братская ул., 2/1",200000,1000.0,200.0,торговый центр,52.290447,104.356667
Другое,"Иркутская обл., Иркутск, Кооперативный пер., 4",109999,1692.2923076923078,65.0,жилой дом,52.28793586584284,104.28394840215988
Офис,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 78",550,0.6111111111111112,900.0,административное здание,52.31771009079619,104.3026585767212
Склад,"Иркутская обл., Иркутск, Полярная ул., 117",200000,200.0,1000.0,другой,52.343731,104.26326
Здание,"Иркутская обл., Иркутск, ул. Горького, 42",412500,1250.0,330.0,другой,52.285429,104.288476
Офис,"Иркутская обл., Иркутск, Рабочая ул., 2А/4",850,5.3324968632371395,159.4,административное здание,52.28907895323359,104.28322228041084
Офис,"Иркутская обл., Иркутск, Трактовая ул., 9",400,1.762891141472014,226.9,административное здание,52.325027,104.241359
Здание,"Иркутская обл., Иркутск, ул. Сергеева, 5",1400000,700.0,2000.0,другой,52.267945,104.22218
Торговая площадь,"Иркутская обл., Иркутск, ул. Шевцова, 4",760,2.9118773946360155,261.0,торговый центр,52.305378,104.293901
Офис,"Иркутская обл., Иркутск, ул. Розы Люксембург, 204",150,0.13562386980108498,1106.0,другой,52.361191,104.16105
Здание,"Иркутская обл., Иркутск, Трактовая ул., 2Д/2",500000,500.0,1000.0,другой,52.307845,104.237865
Офис,"Иркутская обл., Иркутск, ул. Поленова, 25",120000,800.0,150.0,бизнес-центр,52.286596,104.315506
Свободного назначения,"Иркутская обл., Иркутск, ул. Гоголя, 53",350,0.5785123966942148,605.0,административное здание,52.276486,104.255472
Торговая площадь,"Иркутская обл., Иркутск, ул. Горького, 42",441000,1400.0,315.0,торговый центр,52.285429,104.288476
Универсальное помещение,"Иркутская обл., Иркутск, ул. Сергеева, 3",700000,700.0,1000.0,другой,52.265139,104.223042
Офис,"Иркутская обл., Иркутск, Горка, 8/4",600,2.727272727272727,220.0,другой,52.368131,104.15681
Универсальное помещение,"Иркутская обл., Иркутск, ул. Розы Люксембург, 186",258000,600.0,430.0,торговый центр,52.357198,104.158858
Склад,"Иркутская обл., Иркутск, б-р Рябикова, 43с3",480,0.13714285714285715,3500.0,другой,52.25203219468157,104.2140621681248
Общепит,"Иркутская обл., Иркутск, ул. Горького, 42",274950,450.0,611.0,другой,52.285429,104.288476
Универсальное помещение,"Иркутская обл., Иркутск, Рабочая ул., 2А",3625000,1250.0,2900.0,бизнес-центр,52.288888,104.283822
Склад,"Иркутская обл., Иркутск, Полярная ул., 201",450,0.20089285714285715,2240.0,административное здание,52.351362,104.266368
Склад,"Иркутская обл., Иркутск, б-р Рябикова, 96с5",480,0.13333333333333333,3600.0,другой,52.2567381986642,104.19773780841946
Универсальное помещение,"Иркутская обл., Иркутск, Трактовая ул., 2Д",600000,1000.0,600.0,другой,52.308197,104.237056
Торговая площадь,"Иркутская обл., Иркутск, ул. Чехова, 19",135082,1700.0000000000002,79.46,торговый центр,52.284349,104.295006
Другое,"Иркутская обл., Иркутск, ул. Шевцова, 160",500,0.45454545454545453,1100.0,другой,52.32528,104.32704
Универсальное помещение,"Иркутская обл., Иркутск, ул. Урицкого, 15",162000,1500.0,108.0,другой,52.283583,104.292608
Офис,"Иркутская обл., Иркутск, Рабочая ул., 2А/3",1250,0.4166666666666667,3000.0,бизнес-центр,52.28944678421285,104.28339131166538
Склад,"Иркутская обл., Иркутск, Трактовая ул., 2/1",975000,150.0,6500.0,другой,52.306804,104.237532
Торговая площадь,"Иркутская обл., Иркутск, ул. Октябрьской Революции, 1к7А",1000,6.0074492370539465,166.46,бизнес-центр,52.293245,104.294746
Общепит,"Иркутская обл., Иркутск, ул. Горького, 42",457860,600.0,763.1,торговый центр,52.285429,104.288476
Офис,"Иркутская обл., Иркутск, Рабочая ул., 2А/3",317000,288.1818181818182,1100.0,административное здание,52.2895780828416,104.28324221957396
Свободного назначения,"Иркутская обл., Иркутск, ул. Горького, 42",274950,450.0,611.0,торговый центр,52.285429,104.288476
Другое,"Иркутская обл., Иркутск, Трактовая ул., 7",1200,12.631578947368421,95.0,торговый центр,52.312641,104.235987
Офис,"Иркутская обл., Иркутск, ул. Олега Кошевого, 65/4",180000,360.0,500.0,другой,52.325759,104.243066
Другое,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",19500,650.0,30.0,торговый центр,52.264946,104.229079
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 28/5",800,4.2105263157894735,190.0,жилой дом,52.289724022445895,104.29881847576644
Склад,"Иркутская обл., Иркутск, Братская ул., 2/1",570,1.0555555555555556,540.0,другой,52.290447,104.356667
Свободного назначения,"Иркутская обл., Иркутск, ул. Горького, 42",363000,3000.0,121.0,торговый центр,52.285429,104.288476
Свободного назначения,"Иркутская обл., Иркутск, ул. Горького, 42",441000,1400.0,315.0,торговый центр,52.285429,104.288476
Офис,"Иркутская обл., Иркутск, ул. Горького, 42",457860,600.0,763.1,другой,52.285429,104.288476
