Название здания,Полный адрес,Цена,Цена за квадратный метр,Площадь (м²),Тип здания,lat,lon
Офис,"Иркутская обл., Иркутск, ул. Розы Люксембург, 182",12000,857.1428571428571,14.0,административное здание,52.35559845,104.1619034
Другое,"Иркутская обл., Иркутск, ул. Лапина, 8",1580,9.693251533742332,163.0,административное здание,52.279655,104.285448
Офис,"Иркутская обл., Иркутск, ул. Литвинова, 20",12000,1000.0,12.0,бизнес-центр,52.28094482,104.2943878
Свободного назначения,"Иркутская обл., Иркутск, Трактовая ул., 5Б",450,0.09,5000.0,торговый центр,52.31208864428532,104.23530035449218
Другое,"Иркутская обл., Иркутск, Байкальская ул., 424",1300,325.0,4.0,жилой дом,52.252532,104.381532
Другое,"Иркутская обл., Иркутск, ул. Розы Люксембург, 222Б/1",1,0.0001,10000.0,другой,52.366426,104.133894
Склад,"Иркутская обл., Иркутск, ул. Литвинова, 20",500,13.88888888888889,36.0,административное здание,52.28094482,104.2943878
Офис,"Иркутская обл., Иркутск, Ракитная ул., 22",25400,100.0,254.0,административное здание,52.275891,104.210717
Другое,"Иркутская обл., Иркутск, ул. Октябрьской Революции, 11А",18999,1187.4375,16.0,административное здание,52.29009050408757,104.30438187525628
Свободного назначения,"Иркутская обл., Иркутск, Кожзаводская ул., 4/1",50000,694.4444444444445,72.0,административное здание,52.31005859,104.2931137
Склад,"Иркутская обл., Иркутск, ул. Розы Люксембург, 222Б/1",1,0.0001,10000.0,другой,52.36641719676497,104.1337968986806
Свободного назначения,"Иркутская обл., Иркутск, ул. Лермонтова, 61",130000,1264.591439688716,102.8,жилой дом,52.269653,104.257807
Склад,"Иркутская обл., Иркутский муниципальный округ, с. Мамоны, Центральная ул., 45",600,1.3043478260869565,460.0,другой,52.323552,104.182465
Свободного назначения,"Иркутская обл., Иркутск, ул. Зверева, 1/2",120000,833.3333333333334,144.0,жилой дом,52.26702428046098,104.32807889814752
Свободного назначения,"Иркутская обл., Иркутск, Горка, 8/15А",450,0.28125,1600.0,другой,52.36905961433187,104.1563254768252
Свободного назначения,"Иркутская обл., Иркутск, Ракитная ул., 22",50700,393.0232558139535,129.0,административное здание,52.275891,104.210717
Свободного назначения,"Иркутская обл., Иркутск, Верхняя наб., 133",84000,1400.0,60.0,жилой дом,52.258563,104.303477
Офис,"Иркутская обл., Иркутск, ул. Баррикад, 120",30000,2500.0,12.0,другой,52.2934227,104.3750534
Офис,"Иркутская обл., Иркутск, Советская ул., 109Г",132000,1100.0,120.0,бизнес-центр,52.280773,104.338584
Свободного назначения,"Иркутская обл., Иркутск, Верхняя наб., 133",227670,1792.6771653543308,127.0,жилой дом,52.258563,104.303477
Офис,"Иркутская обл., Иркутск, ул. Степана Разина, 6",900,28.125,32.0,бизнес-центр,52.285869,104.272189
Свободного назначения,"Иркутская обл., Иркутск, ул. Сергеева, 3/1",550,0.27872092433993817,1973.3,бизнес-центр,52.267608,104.221048
Торговая площадь,"Иркутская обл., Иркутск, ул. Свердлова, 22",1100,11.0,100.0,жилой дом,52.28503036,104.2839127
Офис,"Иркутская обл., Иркутск, Полярная ул., 117А",8360,643.0769230769231,13.0,административное здание,52.342521,104.263889
Торговая площадь,"Иркутская обл., Иркутск, Волжская ул., 9",70000,4666.666666666667,15.0,другой,52.264395,104.314527
Офис,"Иркутская обл., Иркутск, ул. Лермонтова, 81/14",19000,1266.6666666666667,15.0,жилой дом,52.2652891512196,104.261323500413
Торговая площадь,"Иркутская обл., Иркутск, Байкальская ул., 174А",85000,1700.0,50.0,торговый центр,52.26111,104.317949
Офис,"Иркутская обл., Иркутск, ул. Литвинова, 16",900,90.0,10.0,торговый центр,52.281177709840414,104.29261330422972
Склад,"Иркутская обл., Иркутск, ул. Воровского, 29",30000,300.0,100.0,другой,52.33268738,104.2552261
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",28300,786.1111111111111,36.0,бизнес-центр,52.2899323591344,104.299438255674
Склад,"Иркутская обл., Иркутск, ул. Воровского, 19Б",300,0.42857142857142855,700.0,другой,52.339071,104.24939
Другое,"Иркутская обл., Иркутск, Полярная ул., 95",250000,454.54545454545456,550.0,административное здание,52.334647,104.267563
Офис,"Иркутская обл., Иркутск, ул. Кожова, 22",1800,0.3,6000.0,бизнес-центр,52.270987,104.290551
Другое,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 78И",1000,8.064516129032258,124.0,административное здание,52.28539658,104.3026428
Склад,"Иркутская обл., Иркутский муниципальный округ, с. Пивовариха, Дорожная ул., 1",378000,600.0,630.0,другой,52.274078,104.457152
Свободного назначения,"Иркутская обл., Иркутск, Советская ул., 115/1",95200,1360.0,70.0,жилой дом,52.28004,104.343659
Офис,"Иркутская обл., Иркутск, ул. Свердлова, 11",20000,1000.0,20.0,жилой дом,52.283115,104.276851
Другое,"Иркутская обл., Иркутск, Старо-Кузьмихинская ул., 91/1",1000,3.3333333333333335,300.0,административное здание,52.239734,104.304582
Свободного назначения,"Иркутская обл., Иркутск, Космический пр., 5",10000,1250.0,8.0,жилой дом,52.28248215,104.3418961
Свободного назначения,"Иркутская обл., Иркутск, Депутатская ул., 75/1",16000,1066.6666666666667,15.0,жилой дом,52.264401,104.331765
Офис,"Иркутская обл., Иркутск, ул. Сурнова, 22",52000,412.6984126984127,126.0,административное здание,52.30904,104.294586
Офис,"Иркутская обл., Иркутск, ул. Карла Маркса, 41",20000,909.0909090909091,22.0,жилой дом,52.288061,104.29185
Офис,"Иркутская обл., Иркутск, Красноярская ул., 31/1",1200,1200.0,1.0,бизнес-центр,52.279274,104.330445
Свободного назначения,"Иркутская обл., Иркутск, ул. Тимирязева, 18",256880,800.0,321.1,другой,52.280167,104.295959
Свободного назначения,"Иркутская обл., Иркутск, б-р Рябикова, 36/3",11000,916.6666666666666,12.0,жилой дом,52.261535,104.211158
Офис,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 57",33250,950.0,35.0,административное здание,52.287599,104.300953
Другое,"Иркутская обл., Иркутск, Полярная ул., 95",55000,361.8421052631579,152.0,другой,52.334647,104.267563
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 124/3",25000,1250.0,20.0,жилой дом,52.262532,104.30982
Универсальное помещение,"Иркутская обл., Иркутск, Байкальская ул., 418",55000,1341.4634146341464,41.0,жилой дом,52.252913,104.380113
Офис,"Иркутская обл., Иркутск, ул. Седова, 48",1250,68.68131868131869,18.2,бизнес-центр,52.271797,104.294297
Офис,"Иркутская обл., Иркутск, ул. Розы Люксембург, 182",12000,857.1428571428571,14.0,административное здание,52.35559845,104.1619034
Другое,"Иркутская обл., Иркутск, ул. Лапина, 8",1580,9.693251533742332,163.0,административное здание,52.279655,104.285448
Офис,"Иркутская обл., Иркутск, ул. Литвинова, 20",12000,1000.0,12.0,бизнес-центр,52.28094482,104.2943878
Свободного назначения,"Иркутская обл., Иркутск, Трактовая ул., 5Б",450,0.09,5000.0,торговый центр,52.31208864428532,104.23530035449218
Другое,"Иркутская обл., Иркутск, Байкальская ул., 424",1300,325.0,4.0,жилой дом,52.252532,104.381532
Другое,"Иркутская обл., Иркутск, ул. Розы Люксембург, 222Б/1",1,0.0001,10000.0,другой,52.366426,104.133894
Склад,"Иркутская обл., Иркутск, ул. Литвинова, 20",500,13.88888888888889,36.0,административное здание,52.28094482,104.2943878
Офис,"Иркутская обл., Иркутск, Ракитная ул., 22",25400,100.0,254.0,административное здание,52.275891,104.210717
Другое,"Иркутская обл., Иркутск, ул. Октябрьской Революции, 11А",18999,1187.4375,16.0,административное здание,52.29009050408757,104.30438187525628
Свободного назначения,"Иркутская обл., Иркутск, Кожзаводская ул., 4/1",50000,694.4444444444445,72.0,административное здание,52.31005859,104.2931137
Склад,"Иркутская обл., Иркутск, ул. Розы Люксембург, 222Б/1",1,0.0001,10000.0,другой,52.36641719676497,104.1337968986806
Свободного назначения,"Иркутская обл., Иркутск, ул. Лермонтова, 61",130000,1264.591439688716,102.8,жилой дом,52.269653,104.257807
Склад,"Иркутская обл., Иркутский муниципальный округ, с. Мамоны, Центральная ул., 45",600,1.3043478260869565,460.0,другой,52.323552,104.182465
Свободного назначения,"Иркутская обл., Иркутск, ул. Зверева, 1/2",120000,833.3333333333334,144.0,жилой дом,52.26702428046098,104.32807889814752
Свободного назначения,"Иркутская обл., Иркутск, Горка, 8/15А",450,0.28125,1600.0,другой,52.36905961433187,104.1563254768252
Свободного назначения,"Иркутская обл., Иркутск, Ракитная ул., 22",50700,393.0232558139535,129.0,административное здание,52.275891,104.210717
Свободного назначения,"Иркутская обл., Иркутск, Верхняя наб., 133",84000,1400.0,60.0,жилой дом,52.258563,104.303477
Офис,"Иркутская обл., Иркутск, ул. Баррикад, 120",30000,2500.0,12.0,другой,52.2934227,104.3750534
Офис,"Иркутская обл., Иркутск, Советская ул., 109Г",132000,1100.0,120.0,бизнес-центр,52.280773,104.338584
Свободного назначения,"Иркутская обл., Иркутск, Верхняя наб., 133",227670,1792.6771653543308,127.0,жилой дом,52.258563,104.303477
Офис,"Иркутская обл., Иркутск, ул. Степана Разина, 6",900,28.125,32.0,бизнес-центр,52.285869,104.272189
Свободного назначения,"Иркутская обл., Иркутск, ул. Сергеева, 3/1",550,0.27872092433993817,1973.3,бизнес-центр,52.267608,104.221048
Торговая площадь,"Иркутская обл., Иркутск, ул. Свердлова, 22",1100,11.0,100.0,жилой дом,52.28503036,104.2839127
Офис,"Иркутская обл., Иркутск, Полярная ул., 117А",8360,643.0769230769231,13.0,административное здание,52.342521,104.263889
Торговая площадь,"Иркутская обл., Иркутск, Волжская ул., 9",70000,4666.666666666667,15.0,другой,52.264395,104.314527
Офис,"Иркутская обл., Иркутск, ул. Лермонтова, 81/14",19000,1266.6666666666667,15.0,жилой дом,52.2652891512196,104.261323500413
Торговая площадь,"Иркутская обл., Иркутск, Байкальская ул., 174А",85000,1700.0,50.0,торговый центр,52.26111,104.317949
Офис,"Иркутская обл., Иркутск, ул. Литвинова, 16",900,90.0,10.0,торговый центр,52.281177709840414,104.29261330422972
Склад,"Иркутская обл., Иркутск, ул. Воровского, 29",30000,300.0,100.0,другой,52.33268738,104.2552261
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",28300,786.1111111111111,36.0,бизнес-центр,52.2899323591344,104.299438255674
Склад,"Иркутская обл., Иркутск, ул. Воровского, 19Б",300,0.42857142857142855,700.0,другой,52.339071,104.24939
Другое,"Иркутская обл., Иркутск, Полярная ул., 95",250000,454.54545454545456,550.0,административное здание,52.334647,104.267563
Офис,"Иркутская обл., Иркутск, ул. Кожова, 22",1800,0.3,6000.0,бизнес-центр,52.270987,104.290551
Другое,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 78И",1000,8.064516129032258,124.0,административное здание,52.28539658,104.3026428
Склад,"Иркутская обл., Иркутский муниципальный округ, с. Пивовариха, Дорожная ул., 1",378000,600.0,630.0,другой,52.274078,104.457152
Свободного назначения,"Иркутская обл., Иркутск, Советская ул., 115/1",95200,1360.0,70.0,жилой дом,52.28004,104.343659
Офис,"Иркутская обл., Иркутск, ул. Свердлова, 11",20000,1000.0,20.0,жилой дом,52.283115,104.276851
Другое,"Иркутская обл., Иркутск, Старо-Кузьмихинская ул., 91/1",1000,3.3333333333333335,300.0,административное здание,52.239734,104.304582
Свободного назначения,"Иркутская обл., Иркутск, Космический пр., 5",10000,1250.0,8.0,жилой дом,52.28248215,104.3418961
Свободного назначения,"Иркутская обл., Иркутск, Депутатская ул., 75/1",16000,1066.6666666666667,15.0,жилой дом,52.264401,104.331765
Офис,"Иркутская обл., Иркутск, ул. Сурнова, 22",52000,412.6984126984127,126.0,административное здание,52.30904,104.294586
Офис,"Иркутская обл., Иркутск, ул. Карла Маркса, 41",20000,909.0909090909091,22.0,жилой дом,52.288061,104.29185
Офис,"Иркутская обл., Иркутск, Красноярская ул., 31/1",1200,1200.0,1.0,бизнес-центр,52.279274,104.330445
Свободного назначения,"Иркутская обл., Иркутск, ул. Тимирязева, 18",256880,800.0,321.1,другой,52.280167,104.295959
Свободного назначения,"Иркутская обл., Иркутск, б-р Рябикова, 36/3",11000,916.6666666666666,12.0,жилой дом,52.261535,104.211158
Офис,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 57",33250,950.0,35.0,административное здание,52.287599,104.300953
Другое,"Иркутская обл., Иркутск, Полярная ул., 95",55000,361.8421052631579,152.0,другой,52.334647,104.267563
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 124/3",25000,1250.0,20.0,жилой дом,52.262532,104.30982
Универсальное помещение,"Иркутская обл., Иркутск, Байкальская ул., 418",55000,1341.4634146341464,41.0,жилой дом,52.252913,104.380113
Офис,"Иркутская обл., Иркутск, ул. Седова, 48",1250,68.68131868131869,18.2,бизнес-центр,52.271797,104.294297
Офис,"Иркутская обл., Иркутск, Депутатская ул., 89А",20500,953.4883720930233,21.5,административное здание,52.26486225036144,104.3414666243286
Свободного назначения,"Иркутская обл., Иркутск, ул. Софьи Перовской, 17",800,0.1,8000.0,торговый центр,52.279869,104.297279
Склад,"Иркутская обл., Иркутск, ул. Воровского, 29",30000,300.0,100.0,другой,52.33268738,104.2552261
Другое,"Иркутская обл., Иркутск, ул. Станиславского, 1/2",15000,1666.6666666666667,9.0,жилой дом,52.259655,104.3268433
Склад,"Иркутская обл., Иркутск, Байкальская ул., 277А",550,11.0,50.0,другой,52.262709,104.362569
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",28300,786.1111111111111,36.0,бизнес-центр,52.2899323591344,104.299438255674
Свободного назначения,"Иркутская обл., Иркутск, ул. Степана Разина, 19",95000,1130.952380952381,84.0,жилой дом,52.28450394,104.2758713
Офис,"Иркутская обл., Иркутск, ул. Баррикад, 60Д",700,43.75,16.0,торговый центр,52.28990173,104.3367615
Свободного назначения,"Иркутская обл., Иркутск, Кожзаводская ул., 4/1",50000,694.4444444444445,72.0,административное здание,52.31005859,104.2931137
Склад,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 9А",40000,571.4285714285714,70.0,административное здание,52.30117023314022,104.29673730708456
Другое,"Иркутская обл., Иркутск, Дальневосточная ул., 55",40000,1290.3225806451612,31.0,жилой дом,52.25928116,104.3054657
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 217",12000,1200.0,10.0,жилой дом,52.349568,104.174075
Офис,"Иркутская обл., Иркутск, ул. Степана Разина, 6",900,28.125,32.0,бизнес-центр,52.285869,104.272189
Офис,"Иркутская обл., Иркутск, Депутатская ул., 87/4",60000,722.8915662650602,83.0,жилой дом,52.265123,104.34321
Свободного назначения,"Иркутская обл., Иркутск, Верхняя наб., 133",84000,1400.0,60.0,жилой дом,52.258563,104.303477
Офис,"Иркутская обл., Иркутск, ул. Софьи Перовской, 30",41000,1078.9473684210527,38.0,бизнес-центр,52.281368,104.301178
Торговая площадь,"Иркутская обл., Иркутск, ул. Чехова, 15",50000,1612.9032258064517,31.0,жилой дом,52.285054,104.293776
Офис,"Иркутская обл., Иркутск, Трудовая ул., 60",48300,1150.0,42.0,бизнес-центр,52.27151489,104.3185577
Офис,"Иркутская обл., Иркутск, Красноярская ул., 31/1",25000,1445.086705202312,17.3,административное здание,52.27931493021896,104.33046524558046
Свободного назначения,"Иркутская обл., Иркутск, пр. Лаптевых, 20",5000,200.0,25.0,другой,52.31958771,104.2977676
Офис,"Иркутская обл., Иркутск, ул. Горького, 42",15400,700.0,22.0,другой,52.285429,104.288476
Другое,"Иркутская обл., Иркутск, Качугский тракт, 7-й километр, 2",200,0.2,1000.0,другой,52.351879,104.325684
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 263В",250000,980.3921568627451,255.0,торговый центр,52.352621,104.162451
Офис,"Иркутская обл., Иркутск, ул. Красных Мадьяр, 60",850,0.9550561797752809,890.0,административное здание,52.27434123150452,104.30637440385608
Свободного назначения,"Иркутская обл., Иркутск, ул. Марата, 22",9825,750.0,13.1,административное здание,52.285583,104.27731
Свободного назначения,"Иркутская обл., Иркутск, ул. Сурнова, 24/1",950000,1057.9064587973273,898.0,административное здание,52.309563,104.291341
Офис,"Иркутская обл., Иркутск, Советская ул., 109Б",12999,1181.7272727272727,11.0,административное здание,52.280403,104.339157
Свободного назначения,"Иркутская обл., Иркутск, ул. Ржанова, 45/2",105000,1500.0,70.0,жилой дом,52.25215149,104.3637466
Офис,"Иркутская обл., Иркутск, 4-я Железнодорожная ул., 57",62000,1052.6315789473686,58.9,жилой дом,52.27920151,104.2479172
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 188/1",19000,1266.6666666666667,15.0,жилой дом,52.25878796907772,104.32211861051373
Офис,"Иркутская обл., Иркутск, Красноказачья ул., 119",25110,900.0,27.9,административное здание,52.26851426335112,104.32984878042602
Офис,"Иркутская обл., Иркутский муниципальный округ, пос. Новая Разводная, Светлая ул., 42",25000,781.25,32.0,административное здание,52.25268809969249,104.39346563784366
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 107А/3",50000,1210.6537530266344,41.3,жилой дом,52.26684189,104.3106079
Торговая площадь,"Иркутская обл., Иркутск, ул. Литвинова, 17",2349,11.745,200.0,торговый центр,52.282013,104.294782
Офис,"Иркутская обл., Иркутск, ул. Свердлова, 43А",11000,733.3333333333334,15.0,бизнес-центр,52.28849792,104.2896194
Торговая площадь,"Иркутская обл., Иркутск, ул. Баумана, 233Б",2700,101.50375939849623,26.6,торговый центр,52.35132363763024,104.14969043772956
Другое,"Иркутская обл., Иркутск, Старо-Кузьмихинская ул., 58",145000,690.4761904761905,210.0,другой,52.2406410548034,104.28472848649838
Свободного назначения,"Иркутская обл., Иркутск, ул. Богдана Хмельницкого, 3",65000,670.1030927835052,97.0,административное здание,52.283172147480144,104.28784686401808
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 236Б/7",90000,666.6666666666666,135.0,жилой дом,52.2525177,104.3280716
Офис,"Иркутская обл., Иркутск, Красноказачья ул., 115",1050,50.0,21.0,административное здание,52.268336,104.327337
Склад,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",5500,550.0,10.0,бизнес-центр,52.289891,104.299543
Свободного назначения,"Иркутская обл., Иркутск, ул. Станиславского, 1/2",176000,800.0,220.0,жилой дом,52.259674362661535,104.32687378210298
Офис,"Иркутская обл., Иркутск, Горка, 5",850,34.0,25.0,административное здание,52.366741,104.154366
Офис,"Иркутская обл., Иркутск, Старо-Кузьмихинская ул., 22/1",40000,1673.6401673640169,23.9,жилой дом,52.2462616,104.2781143
Офис,"Иркутская обл., Иркутск, ул. Блюхера, 12",12000,571.4285714285714,21.0,административное здание,52.362302,104.166916
Другое,"Иркутская обл., Иркутск, Камышовая ул., 17",350,0.4861111111111111,720.0,другой,52.31640244,104.2586441
Офис,"Иркутская обл., Иркутск, Трактовая ул., 18/24",750,12.931034482758621,58.0,бизнес-центр,52.31920360456719,104.23501147956136
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 22В",25000,1000.0,25.0,административное здание,52.290006,104.297387
Торговая площадь,"Иркутская обл., Иркутск, Севастопольская ул., 151",100000,714.2857142857143,140.0,другой,52.34638977,104.1754074
Офис,"Иркутская обл., Иркутск, Волжская ул., 14А",16500,825.0,20.0,торговый центр,52.263872,104.313736
Склад,"Иркутская обл., Иркутск, Трактовая ул., 18/42",650,1.4444444444444444,450.0,другой,52.3156401010911,104.249829978078
Другое,"Иркутская обл., Иркутск, Депутатская ул., 55",800,3.125,256.0,административное здание,52.26717758,104.3256912
Офис,"Иркутская обл., Иркутск, Советская ул., 176Б",30000,1250.0,24.0,бизнес-центр,52.279511,104.341072
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 133",30000,258.62068965517244,116.0,жилой дом,52.26197433,104.3171158
Свободного назначения,"Иркутская обл., Иркутск, мкр-н Первомайский, ул. Вампилова, 14А",600,12.0,50.0,торговый центр,52.26066208,104.2416382
Офис,"Иркутская обл., Иркутск, Верхняя наб., 145/6",1200,24.0,50.0,жилой дом,52.25700899999971,104.308357558197
Торговая площадь,"Иркутская обл., Иркутск, ул. Румянцева, 5/2",18000,1800.0,10.0,жилой дом,52.28398514,104.2552643
Свободного назначения,"Иркутская обл., Иркутск, ул. Воровского, 19Б",450,1.0714285714285714,420.0,другой,52.339071,104.24939
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 251",25000,444.0497335701599,56.3,жилой дом,52.353553390435,104.164045626984
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 160А",22000,1000.0,22.0,жилой дом,52.262411,104.313305
Офис,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 125",45000,849.0566037735849,53.0,административное здание,52.28000259,104.3186111
Другое,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",90500,1200.2652519893898,75.4,жилой дом,52.279511,104.336544
Свободного назначения,"Иркутская обл., Иркутск, ул. Карла Либкнехта, 193А",60000,857.1428571428571,70.0,другой,52.27194,104.315371
Торговая площадь,"Иркутская обл., Иркутский муниципальный округ, пос. Молодёжный, ул. Черных, 2",750,2.5,300.0,другой,52.24966049,104.4124603
Другое,"Иркутская обл., Иркутск, Советская ул., 126",1500,39.267015706806276,38.2,жилой дом,52.27923965,104.3212662
Офис,"Иркутская обл., Иркутск, ул. Розы Люксембург, 216А",590,47.2,12.5,административное здание,52.366003,104.145311
Офис,"Иркутская обл., Иркутск, Байкальская ул., 249",19000,904.7619047619048,21.0,административное здание,52.25535828509746,104.3395067215902
Свободного назначения,"Иркутская обл., Иркутск, Восточный пер., 1",150000,500.0,300.0,другой,52.333612,104.216961
Офис,"Иркутская обл., Иркутск, ул. Поленова, 33/4",60000,845.0704225352113,71.0,жилой дом,52.28577,104.317177
Офис,"Иркутская обл., Иркутск, Трактовая ул., 9Е",8000,666.6666666666666,12.0,административное здание,52.32184601,104.2428436
Другое,"Иркутская обл., Иркутский муниципальный округ, пос. Новая Разводная, ул. Строителей, 1А",2000,37.17472118959108,53.8,торговый центр,52.25164500924718,104.40226355162042
Склад,"Иркутская обл., Иркутск, Полярная ул., 97",30000,2.5,12000.0,другой,52.3412,104.267859
Торговая площадь,"Иркутская обл., Иркутск, Красноказачья ул., 74/1",23500,1175.0,20.0,жилой дом,52.267945,104.32642
Свободного назначения,"Иркутская обл., Иркутск, Провиантская ул., 10",63000,1400.0,45.0,жилой дом,52.26983337613135,104.29716550793452
Офис,"Иркутская обл., Иркутск, Красногвардейская ул., 23",169000,1495.575221238938,113.0,другой,52.286249,104.307295
Свободного назначения,"Иркутская обл., Иркутский р-н, Молодёжное муниципальное образование, пос. Молодёжный, Дорожная ул., 7",45000,150.0,300.0,другой,52.247499,104.425244
Офис,"Иркутская обл., Иркутск, ул. Мичурина, 7",8000,533.3333333333334,15.0,жилой дом,52.32998657,104.1968307
Гостиница,"Иркутская обл., Иркутск, ул. Ядринцева, 8Б",500000,957.3042312847024,522.3,другой,52.27939174470472,104.3347391177214
Свободного назначения,"Иркутская обл., Иркутск, ул. Чехова, 23",1000,6.666666666666667,150.0,бизнес-центр,52.28357315,104.2967453
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 217А",90000,1500.0,60.0,жилой дом,52.350339,104.174084
Офис,"Иркутская обл., Иркутск, ул. Маяковского, 5А",45000,1111.111111111111,40.5,другой,52.28701,104.254205
Склад,"Иркутская обл., Иркутский муниципальный округ, д. Столбова, Дорожная ул., 4",200,0.2857142857142857,700.0,другой,52.42608360032349,104.23155314394904
Офис,"Иркутская обл., Иркутск, Байкальская ул., 206",48048,1560.0,30.8,бизнес-центр,52.257511,104.327409
Торговая площадь,"Иркутская обл., Иркутск, ул. 5-й Армии, 29",54000,1500.0,36.0,торговый центр,52.285528,104.271462
Другое,"Иркутская обл., Иркутск, ул. Ржанова, 164",22500,750.0,30.0,торговый центр,52.252714,104.365246
Торговая площадь,"Иркутская обл., Иркутск, ул. Ленина, 40",2000,26.666666666666668,75.0,жилой дом,52.278354,104.283059
Офис,"Иркутская обл., Иркутск, мкр-н Крылатый, 9",20000,593.4718100890208,33.7,жилой дом,52.267217,104.33985
Свободного назначения,"Иркутская обл., Иркутск, ул. Пискунова, 148/2",67000,500.0,134.0,жилой дом,52.269008,104.337569
Свободного назначения,"Иркутская обл., Иркутск, Советская ул., 96",700,20.0,35.0,жилой дом,52.27809903073282,104.31467308200072
Офис,"Иркутская обл., Иркутск, ул. Чехова, 19",22500,1034.4827586206898,21.75,торговый центр,52.284349,104.295006
Офис,"Иркутская обл., Иркутск, ул. Софьи Перовской, 30",18200,1300.0,14.0,бизнес-центр,52.281368,104.301178
Свободного назначения,"Иркутская обл., Иркутск, Академическая ул., 48",70000,499.6431120628123,140.1,жилой дом,52.23402023,104.2967758
Склад,"Иркутская обл., Иркутск, ул. Мухиной, 11",3999,999.75,4.0,жилой дом,52.227692,104.311684
Другое,"Иркутская обл., Иркутск, Киренская ул., 46/1",5000,125.0,40.0,жилой дом,52.31091309,104.305687
Склад,"Иркутская обл., Иркутский муниципальный округ, пос. Малая Топка, Ключевая ул., 44",300,0.2681684097613301,1118.7,другой,52.349469,104.315497
Другое,"Иркутская обл., Иркутск, ул. Гоголя, 15",7000,388.8888888888889,18.0,жилой дом,52.28429794,104.2514954
Свободного назначения,"Иркутская обл., Иркутск, ул. Подсобное Хозяйство, 4/1",150000,300.0,500.0,административное здание,52.383525,104.138394
Офис,"Иркутская обл., Иркутск, Байкальская ул., 249",770,24.0625,32.0,бизнес-центр,52.25588863145416,104.3398114920654
Другое,"Иркутская обл., Иркутск, ул. Марата, 54",94999,1280.309973045822,74.2,административное здание,52.28121898364533,104.27971624626008
Офис,"Иркутская обл., Иркутск, ул. Карла Маркса, 38",1200,68.18181818181817,17.6,административное здание,52.290194,104.295473
Офис,"Иркутская обл., Иркутск, ул. Бородина, 13/2",15000,1000.0,15.0,жилой дом,52.226966,104.3092
Склад,"Иркутская обл., Иркутск, Ямская ул., 14",150000,892.8571428571429,168.0,другой,52.28022766113281,104.30709075927734
Торговая площадь,"Иркутская обл., Иркутск, ул. Боткина, 8А/1",22000,3142.8571428571427,7.0,другой,52.28975374592151,104.24740623304564
Свободного назначения,"Иркутская обл., Иркутский р-н, Молодёжное муниципальное образование, пос. Новая Разводная, ул. Строителей, 57Б",400,1.7391304347826086,230.0,другой,52.25283855683236,104.39411479315652
Торговая площадь,"Иркутская обл., Иркутск, Волжская ул., 14А",160000,2782.608695652174,57.5,жилой дом,52.26387024,104.313736
Свободного назначения,"Иркутская обл., Иркутск, ул. Станиславского, 1/3",28800,600.0,48.0,жилой дом,52.259754,104.326519
Другое,"Иркутская обл., Иркутск, ул. Карла Маркса, 30",80000,829.0155440414508,96.5,жилой дом,52.286685,104.292266
Свободного назначения,"Иркутская обл., Иркутск, Трудовая ул., 56/3",900,23.68421052631579,38.0,жилой дом,52.27218628,104.3184814
Офис,"Иркутская обл., Иркутск, ул. Пискунова, 156",31000,1291.6666666666667,24.0,жилой дом,52.268871,104.340398
Свободного назначения,"Иркутская обл., Иркутск, Партизанская ул., 36",20000,2272.7272727272725,8.8,торговый центр,52.27933,104.302489
Офис,"Иркутская обл., Иркутск, Байкальская ул., 295/1",18500,953.6082474226805,19.4,жилой дом,52.2575,104.360556
Свободного назначения,"Иркутская обл., Иркутск, ул. Безбокова, 30/5А",12000,500.0,24.0,административное здание,52.23503,104.304834
Свободного назначения,"Иркутская обл., Иркутск, Трактовая ул., 18/27",1000,5.0,200.0,административное здание,52.318939,104.246506
Офис,"Иркутская обл., Иркутск, Воронежская ул., 3А",500,1.6666666666666667,300.0,административное здание,52.269576,104.231702
